Key,Kalue
163306,"['PYTHON', '보안', '인프라', 'AWS']"
162177,"['SAP', 'TABLEAU', 'QLIKVIEW', 'PALANTIR']"
118266,"['GIT', 'ANDROID', 'IOS', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'PYTHON', 'SWIFT', 'TYPESCRIPT', 'MVVM', 'AWS', 'DOCKER', 'SPRING FRAMEWORK', 'ANDROID STUDIO', 'REACT.JS', 'FIGMA', 'KUBERNETES']"
141468,"['SAP', 'GIT', 'ANDROID', 'LINUX', 'ORACLE', 'C#', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'SQL', 'MVVM', 'UNIX', 'VM웨어', 'HTML5', '정보 보안', 'JENKINS', 'MAVEN', 'JSP', 'ORACLE SQL', 'SPRING FRAMEWORK', '리팩토링', 'ABAP', 'EAI', 'VMWARE INFRASTRUCTURE', 'SAP SD', 'SAP MM', 'SAP FI', 'MSSQL', 'SPRING BOOT']"
154682,"['AWS', 'SPRING FRAMEWORK']"
159227,"['C#', 'CSS', 'HTML', 'JAVASCRIPT', 'JQUERY']"
161719,"['LINUX', 'C / C++', 'PERL', 'PYTHON', 'FPGA', 'SOC', 'VERILOG', 'EMBEDDED LINUX', 'EDA', 'FPGA 프로토 타이핑']"
111404,"['HTML', 'JAVASCRIPT', 'TYPESCRIPT', 'AWS', 'DOCKER', 'REACT.JS', 'NEXT.JS']"
99737,
151931,"['.NET', 'REACT', 'C#', 'JAVA', 'JAVASCRIPT', 'SQL', 'JQUERY', 'JENKINS', 'SPRING FRAMEWORK']"
151703,
89151,"['ABAP', 'SAP SD']"
155513,"['GIT', 'GITHUB', 'JIRA', 'PYTHON', 'C', 'GOLANG']"
152961,"['ANGULARJS', 'JAVA', 'JAVASCRIPT', 'SPRING FRAMEWORK', 'JPA', 'REACT.JS', 'VUE.JS']"
161453,
155759,"['GIT', 'GITLAB', 'C#', 'PYTHON', '영상', 'OPENCV']"
113039,
129646,"['ANDROID', 'IOS', 'HTML', 'PYTHON', 'AWS', 'ANDROID STUDIO', 'FLUTTER']"
162661,"['ANDROID', 'IOS', 'MYSQL', 'JAVA', 'REACT NATIVE', 'SPRING BOOT']"
160763,"['LINUX', 'REACT', 'WEBGL', 'NODE.JS', 'AWS', 'WEBRTC']"
154130,"['PYTHON', 'C++', 'API', 'ORM', 'ROS', 'RESTFUL API']"
145580,"['GIT', 'MYSQL', 'REACT', 'CSS', 'HTML', 'JAVASCRIPT', 'PHP', 'AWS', 'REST', 'APACHE']"
163967,
153508,"['GIT', 'DJANGO', 'FLASK', 'MYSQL', 'REACT', 'CSS', 'HTML', 'JAVA', 'JAVASCRIPT', 'NODE.JS', 'PYTHON', 'AWS', 'DOCKER', 'POSTGRESQL', 'REACT.JS', 'REACT NATIVE']"
149582,"['GITHUB', 'DJANGO', 'MYSQL', 'REACT', 'REDIS', 'CSS', 'HTML', 'JAVASCRIPT', 'PYTHON', 'TYPESCRIPT', 'AWS', 'FASTAPI']"
48527,"['PYTHON', 'AWS', 'GO', 'HTML5', 'NEST.JS']"
139340,"['ANDROID', 'JAVA', 'KOTLIN']"
87917,"['GIT', 'GITHUB', 'JIRA', 'SLACK', 'JAVA', 'AWS', 'SPRING FRAMEWORK', 'ORM', 'NOTION']"
161509,"['GITLAB', 'LINUX', 'JAVA', 'POSTGRESQL', 'SPRING FRAMEWORK']"
156965,"['GITHUB', 'HTML', 'JAVASCRIPT', 'VUE.JS']"
131159,"['CONFLUENCE', 'GIT', 'JIRA', 'AWS']"
122244,"['GIT', 'LINUX', 'MYSQL', 'ORACLE', 'JAVA', 'JAVASCRIPT', 'C++', 'JQUERY', 'BOOTSTRAP', 'RDBMS', 'SVN', 'POSTGRESQL', 'JSTL', 'MFC', 'JSP 개발']"
164184,"['GIT', 'JAVASCRIPT', 'NODE.JS', 'VUE.JS']"
160965,"['JIRA', 'SLACK', 'NOTION']"
154715,"['AWS', 'SPRING FRAMEWORK']"
154792,"['PYTHON', '보안', '인프라', 'AWS']"
145530,"['VUEJS', 'PYTHON', 'SQL', '리팩토링', '백엔드 개발', 'SPRING BOOT']"
39804,"['VUEJS', 'WEBGL', 'JAVA', 'JAVASCRIPT', 'HTML5', 'NOSQL', 'CSS3', 'RDBMS', 'SPRING FRAMEWORK']"
134183,"['REACT.JS', 'REDUX']"
112711,"['LINUX', '보안', '인프라', '정보 보안', 'WINDOWS 서버', '정보관리', 'NAS', '솔루션 개발', '백신', 'DLP', '보안 정책', '보안 관리', '보안 교육']"
142552,"['DJANGO', 'FLASK', 'LINUX', 'MYSQL', 'ORACLE', 'NOSQL']"
152889,"['GIT', 'IOS', 'LINUX', 'HTML', 'JAVA', 'OBJECTIVEC', 'AWS', 'JENKINS', 'VOIP', 'SPRING FRAMEWORK', '리눅스 서버', 'IOS 개발', 'APPLE SOFTWARE', 'SPRING BOOT', 'RESTFUL API']"
161592,
124999,"['OBJECTIVEC', 'SWIFT', 'RX']"
147359,"['GITHUB', 'MYSQL', 'HTML', 'JAVASCRIPT', 'PYTHON', 'SQL', 'AWS']"
149446,"['ORACLE', 'JAVA', 'JQUERY', 'SPRING BOOT']"
92390,"['HADOOP', 'LINUX', 'REACT', 'C / C++', 'JAVASCRIPT', 'PYTHON', 'SQL', 'C++', 'DOCKER', 'SPRING FRAMEWORK', 'MSSQL', 'KUBERNETES']"
45268,"['GIT', 'MYSQL', 'REDIS', 'NODE.JS', 'AWS', 'GCP']"
153263,"['GIT', 'ANDROID', 'MYSQL', 'C / C++', 'PHP', 'PYTHON', 'SQL', 'C', 'AWS', 'C++', 'SPRING FRAMEWORK']"
155033,"['LINUX', 'MYSQL', 'ORACLE', 'PYTHON', 'NOSQL', 'ETL 도구']"
146582,"['GIT', 'LINUX', 'PYTORCH', 'PYTHON', 'SQL', 'AWS']"
157291,"['ANDROID', 'IOS', 'MYSQL', 'ORACLE', 'JAVA', 'JSP', 'SPRING BOOT']"
83909,
156440,
111948,"['ANDROID', 'IOS', 'TYPESCRIPT', 'AWS', 'NODEJS', 'REACT.JS']"
127187,
129567,"['HADOOP', 'ORACLE', 'JAVA', 'PYTHON', 'SPRING FRAMEWORK', '클라우드 응용 프로그램', 'OSS']"
94529,
158785,
148256,"['JAVASCRIPT', 'NODE.JS', 'TYPESCRIPT', 'BLOCKCHAIN', 'DOCKER', 'ORM', 'REACT NATIVE', 'KUBERNETES', 'REDUX', 'NEST.JS', 'TYPEFORM']"
160293,"['REACT', 'JAVASCRIPT', 'AWS', 'NODEJS']"
151526,"['CONFLUENCE', 'JIRA', 'MAVEN', 'TESTNG']"
164618,"['ORACLE', 'JAVA', 'NOSQL', 'SPRING BOOT', 'RESTFUL API']"
152259,
135015,"['GIT', 'DJANGO', '.NET', 'C#', 'JAVA', 'KOTLIN', 'PYTHON', 'SQL', 'AWS', 'SQL 서버', '서버', 'NODEJS', 'RESTFUL WEBSERVICES', 'SPRING BOOT', 'FLUTTER']"
163743,
101385,"['MYSQL', 'JAVA', 'KOTLIN', 'JUNIT', 'JPA', 'SPRING BOOT']"
162905,"['LINUX', 'MYSQL', 'JAVA', 'NODE.JS', 'AWS', 'DOCKER']"
142963,
122663,"['GIT', 'PYTHON', 'R', 'DOCKER', 'POSTGRESQL']"
82833,"['GRAPHQL', 'REACT', 'CSS', 'HTML', 'JAVA', 'JAVASCRIPT', 'TYPESCRIPT', 'NOSQL', 'RDBMS', 'ELASTICSEARCH', 'NODEJS', 'FIGMA', 'RESTFUL API']"
154778,"['REACT', 'JAVASCRIPT', 'API', 'SPRING FRAMEWORK', 'GIS', 'JPA']"
143726,"['CONFLUENCE', 'GITLAB', 'JIRA', 'PYTHON', 'NLP']"
139368,"['GIT', 'ANDROID', 'REACT', 'KOTLIN', '안드로이드 개발', '안드로이드 SDK', 'ANDROID STUDIO', 'REACT NATIVE']"
153005,"['LINUX', 'MYSQL', 'PHP']"
153318,"['GIT', 'MYSQL', 'REACT', 'NODE.JS', 'TYPESCRIPT', 'POSTGRESQL', 'ORM']"
147929,"['WORDPRESS', 'GIT', 'PHP', 'AWS']"
159981,"['NODE.JS', 'AWS', 'POSTGRESQL']"
161277,
147081,"['ANDROID', 'IOS', 'OPENGL', 'C++', 'LIDAR']"
156458,"['AWS', '네트워크 보안', '네트워크 운영']"
119218,"['GIT', 'ANDROID', 'IOS', 'MYSQL', 'JAVASCRIPT', 'KOTLIN', 'NODE.JS', 'PHP', 'SWIFT', 'AWS', 'PRODUCT MANAGEMENT ', 'SPRING FRAMEWORK', 'QA 엔지니어링']"
111676,"['LINUX', 'PYTHON', 'C', 'C++', 'SNMP', 'SSH', 'SPI', 'TCL', 'SONET', 'I2C', 'DWDM', 'RS232', 'OTN']"
147047,
156009,
161611,
132680,
119945,"['GIT', 'MYSQL', 'JAVA', 'KOTLIN', 'SQL', 'SPRING FRAMEWORK']"
160252,
131890,"['JAVA', 'JAVASCRIPT', 'AWS', 'TCP', 'C++', 'UDP', 'GCP', 'UNITY3D', 'REACT.JS']"
134800,"['ASP .NET', 'C#', 'HTML', 'JAVASCRIPT', 'PYTHON', 'SQL', 'AWS', 'C++', 'SPRING FRAMEWORK']"
157084,"['JAVASCRIPT', 'JENKINS', 'REACT NATIVE']"
138826,"['HCI', 'AZURE', 'C / C++', 'JAVA', 'PYTHON', 'SQL', 'AWS', 'STORAGE', 'VM웨어', 'CITRIX', 'GCP', 'VDI']"
159568,
141840,"['VUEJS', 'JQUERY', 'REACT.JS', 'REACT NATIVE']"
152367,
164696,"['AJAX', 'AZURE', 'ASP .NET', 'JAVASCRIPT', 'JQUERY', 'HTML5', 'CSS3', 'MICROSOFT SERVER', 'MSSQL']"
82684,
157361,"['LINUX', 'REACT', 'AWS', 'DOCKER', 'SPRING FRAMEWORK']"
40219,"['GITHUB', 'ANDROID', 'MYSQL', 'C / C++', 'HTML', 'JAVASCRIPT', 'KOTLIN', 'PYTHON', 'SQL', 'C++']"
162503,"['GIT', 'GITHUB', 'FIREBASE', 'SWIFT', 'C', 'AWS', 'C++', 'FLUTTER', 'RESTFUL API']"
164989,"['UNREAL ENGINE', 'UNITY3D', 'NOTION']"
156584,"['GITHUB', 'JIRA', 'SLACK', 'GRAPHQL', 'REACT', 'NODE.JS', 'PYTHON', 'TYPESCRIPT', 'DATA ANALYSIS', 'COMMUNICATION', 'AGILE', 'AWS', 'USER EXPERIENCE', 'USER STORIES', 'RDBMS', 'ORM', 'GOLANG', 'SPRING BOOT', 'FLUTTER', 'RESTFUL API']"
117133,['VM웨어']
24903,"['IOS', 'SWIFT']"
48528,
161157,"['GITHUB', 'MYSQL', 'HTML', 'JAVASCRIPT', 'AWS', 'BOOTSTRAP', 'SPRING FRAMEWORK', 'CENTOS', 'SPRING BOOT', 'FLUTTER']"
131289,"['GITHUB', 'JIRA', 'DJANGO', 'MYSQL', 'PHP', 'PYTHON', 'UBUNTU']"
139070,
162944,['DEVOPS']
159110,"['GIT', 'REACT', 'VUEJS', 'HTML', 'JAVA', 'JAVASCRIPT', 'NODE.JS', 'PHP', 'PYTHON', 'GO']"
149760,"['DJANGO', 'FLASK', 'LINUX', 'MYSQL', 'ORACLE', 'NOSQL']"
128251,"['GITLAB', 'ETHEREUM', 'REACT', 'CSS', 'JAVA', 'JAVASCRIPT', 'TYPESCRIPT', 'BLOCKCHAIN', 'AWS', 'JPA', 'GOLANG', '프론트엔드 개발자', 'REACT.JS', 'REACT NATIVE', 'SPRING BOOT']"
131112,"['ANDROID', 'IOS', 'KOTLIN', 'NODE.JS', 'TYPESCRIPT', 'AWS', 'REACT.JS', 'REACT NATIVE']"
161095,"['인공 지능', '컴파일러']"
140490,"['GIT', 'AWS', 'GCP', 'KUBERNETES', 'ML']"
143971,"['GIT', 'ANDROID', 'IOS', 'REACT', 'REACT.JS']"
160630,
103545,['FLUTTER']
153016,
164265,['AWS']
80918,"['JAVASCRIPT', 'PYTHON', 'SQL']"
152837,
45003,"['GITHUB', 'JIRA', 'LINUX', 'MYSQL', 'JAVASCRIPT', 'NODE.JS', 'AWS']"
122555,"['MATLAB', 'C', '펌웨어', '레이더', 'DSP', '알고리즘 개발']"
160527,"['PYTORCH', 'TENSORFLOW', 'PYTHON', 'DOCKER']"
143684,"['GIT', 'FIREBASE', 'PYTHON', 'SQL', 'AWS', 'REST', 'RESTFUL API']"
144994,"['BITBUCKET', 'CONFLUENCE', 'GIT', 'JIRA', 'LINUX', 'PYTORCH', 'SCIKIT-LEARN', 'TENSORFLOW', 'C#', 'PYTHON', 'GPU', 'CUDA', 'NUMPY', 'SCIPY']"
135054,
55913,"['IOS', 'SWIFT', 'MVVM']"
110126,"['GIT', 'GITHUB', 'PYTORCH', 'TENSORFLOW', 'PYTHON', '개발', 'C++', '최적화', 'DOCKER', '카메라', '컴파일러', 'CUDA', 'OPENCL', 'OPENMP', '라이브러리 관리']"
131515,"['IOS', 'SWIFT', 'MVVM']"
154807,"['GIT', 'HADOOP', 'LINUX', 'MYSQL', 'ORACLE', 'C / C++', 'PYTHON', 'SQL', '데이터베이스', 'UNIX', '복제', 'MSSQL']"
155413,"['JAVASCRIPT', 'JENKINS', 'REACT NATIVE']"
140475,"['LINUX', 'SHELL SCRIPTING']"
101373,"['MYSQL', 'JAVA', 'KOTLIN', 'JUNIT', 'JPA', 'SPRING BOOT']"
149506,"['CONFLUENCE', 'GIT', 'GITHUB', 'JIRA', 'REACT', 'CSS', 'HTML', 'JAVASCRIPT', 'GO', 'DOCKER', 'GOLANG', 'NEXT.JS']"
157948,"['ANDROID', 'IOS', 'JAVA', 'JAVASCRIPT', 'SPRING FRAMEWORK']"
147899,"['ANDROID', '.NET', 'IOS', 'LINUX', 'MYSQL', 'SPARK', 'C / C++', 'HTML', 'JAVA', 'OBJECTIVEC', 'PYTHON', 'SQL', 'SWIFT', 'AGILE', 'AWS', 'C++', 'VM웨어', 'DEVOPS', 'JENKINS', 'MAC', 'PMP', 'CITRIX', 'CISA', 'OPENSTACK', 'XAMARIN', 'XEN', '영어 실력', 'OSS', 'KUBERNETES']"
122414,"['C / C++', 'MFC']"
160059,"['GIT', 'SQL', 'AWS', 'NOSQL', 'SPRING FRAMEWORK']"
155415,"['RF', '임베디드 시스템', '회로 설계', 'LTE', 'ORCAD', '위성 통신', '3G', '아날로그 회로 설계', '무선 통신']"
25309,
138945,"['VUEJS', 'PYTHON', 'SQL', '리팩토링', '백엔드 개발', 'SPRING BOOT']"
164312,"['CONFLUENCE', 'GITHUB', 'JIRA', 'PYTHON', 'AWS']"
163685,
153716,"['REACT', 'JAVA', 'PYTHON', 'C', '의료 산업']"
164843,"['GIT', 'GITHUB', 'MONGODB', 'MYSQL', 'PYTORCH', 'SCIKIT-LEARN', 'JAVASCRIPT', 'NODE.JS', 'R', 'SQL', 'AWS', 'JENKINS', 'NOSQL', 'APACHE', 'DOCKER', 'JUNIT', 'MSSQL', 'KUBERNETES']"
150426,"['ANDROID', 'JAVA', 'KOTLIN', '안드로이드 개발', 'FLUTTER']"
159357,
154052,"['GITHUB', 'GRAPHQL', 'HADOOP', 'MONGODB', 'MYSQL', 'PYTORCH', 'REDIS', 'SPARK', 'TENSORFLOW', 'JAVA', 'KOTLIN', 'NODE.JS', 'OBJECTIVEC', 'PYTHON', 'RUBY', 'SWIFT', 'TYPESCRIPT', 'TABLEAU', 'C', 'GO', 'C++', 'REST', 'JENKINS', 'DOCKER', 'ELASTICSEARCH', 'REACT.JS', 'SPRING BOOT', 'KUBERNETES']"
23789,"['JAVA', 'KOTLIN', 'PYTHON', 'SCALA', 'SQL', 'AWS', 'GCP']"
163777,"['LINUX', 'PYTORCH', 'TENSORFLOW', 'PYTHON', '인공 지능', 'OPENCV']"
76021,
143952,"['SAP', 'GIT', 'ANDROID', 'LINUX', 'ORACLE', 'C#', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'SQL', 'MVVM', 'UNIX', 'VM웨어', 'HTML5', '정보 보안', 'JENKINS', 'MAVEN', 'JSP', 'ORACLE SQL', 'SPRING FRAMEWORK', '리팩토링', 'ABAP', 'EAI', 'VMWARE INFRASTRUCTURE', 'SAP SD', 'SAP MM', 'SAP FI', 'MSSQL', 'SPRING BOOT']"
157924,"['AZURE', 'PYTORCH', 'PYTHON', 'AWS', 'DEVOPS', 'ML']"
37570,
108405,"['AZURE', 'AWS', 'GCP']"
57247,
104489,
148736,"['JAVA', 'JAVASCRIPT', 'PYTHON', 'TYPESCRIPT', 'AWS', 'GO', 'C++', 'SPRING FRAMEWORK']"
146583,"['GIT', 'LINUX', 'PYTORCH', 'PYTHON', 'SQL', 'AWS']"
161815,
146651,"['ANDROID', 'KOTLIN']"
160316,
148076,"['REACT', 'CSS', 'JAVASCRIPT', 'NODE.JS', 'AWS', 'XHTML']"
155381,"['GIT', 'MONGODB', 'NODE.JS', 'AWS', 'NODEJS', 'KUBERNETES']"
134060,"['REACT', 'CSS', 'HTML', 'JAVASCRIPT', 'PYTHON', 'AWS', 'API', 'NOSQL']"
148011,
42121,"['GIT', 'GITHUB', 'REACT', 'VUEJS', 'JAVA', 'AWS', 'DOCKER', 'SPRING FRAMEWORK', 'JPA', 'SPRING BOOT']"
163084,"['GIT', 'SQL', 'AWS', 'NOSQL', 'SPRING FRAMEWORK']"
145628,"['MONGODB', 'WINDOWS EMBEDDED', 'DELPHI', 'HTTP', 'RESTFUL ARCHITECTURE']"
149535,"['C / C++', 'C#', 'JAVA', 'PYTHON', 'OOP', 'C++', '검증', '임베디드 소프트웨어', 'SPRING FRAMEWORK', '테스트 실행', 'JPA', 'SIMULINK']"
162812,"['C / C++', 'HTML', 'JAVASCRIPT', 'SQL']"
160778,"['소프트웨어 개발', '펌웨어', '반도체']"
100585,"['GIT', 'ANDROID', 'C / C++', 'CSS', 'HTML', 'JAVASCRIPT', 'MVVM', 'AWS', 'HTML5', 'VISUAL STUDIO', 'WPF', 'TELERIK', 'UI 디자인', 'XAML', 'MFC', 'RESTFUL WEBSERVICES']"
160997,"['CSS', 'HTML', 'JAVASCRIPT', 'BLOCKCHAIN']"
163431,
159434,
123383,
156896,"['GITHUB', 'KOTLIN', 'AWS', 'SPRING FRAMEWORK']"
109698,"['GITHUB', 'LINUX', 'PYTORCH', 'TENSORFLOW', 'PYTHON', 'DOCKER', 'POSTGRESQL', 'RHEL', 'UBUNTU', 'OPENCV', 'FASTAPI']"
160627,"['ANDROID', 'JAVA', 'KOTLIN', 'ANDROID STUDIO', 'NOTION']"
155689,
127808,
157989,"['MYSQL', 'JAVASCRIPT', 'PYTHON', 'DOCKER', 'SPRING FRAMEWORK', 'JPA']"
159346,
139919,"['.NET', 'C#', '하드웨어', 'C++', '전자 공학', '통신', '로봇', '펌웨어', '회로', '하드웨어 설계', '회로 설계', '모터 제어', '전력전자학', '인버터', '시스템 구축', '로봇 프로그래밍', '제어 시스템 설계']"
157279,"['LINUX', 'AWS', 'DEVOPS', 'DOCKER', 'KUBERNETES']"
127488,"['JAVA', 'SPRING FRAMEWORK', 'JPA']"
120956,"['AWS', '네트워크 보안', '네트워크 운영']"
158807,"['ANDROID', 'IOS', 'MYSQL', 'JAVA', 'JAVASCRIPT', 'NODE.JS', 'PHP', 'SQL', 'SWIFT', 'AWS', 'POSTGRESQL', 'NODEJS']"
100582,"['GIT', 'ANDROID', 'C / C++', 'CSS', 'HTML', 'JAVASCRIPT', 'MVVM', 'AWS', 'HTML5', 'VISUAL STUDIO', 'WPF', 'TELERIK', 'UI 디자인', 'XAML', 'MFC', 'RESTFUL WEBSERVICES']"
155938,"['JAVASCRIPT', 'TYPESCRIPT', 'REACT.JS', 'REACT NATIVE', 'NEXT.JS']"
164148,"['ANDROID', 'AZURE', 'IOS', 'LINUX', 'MYSQL', 'C / C++', 'HTML', 'JAVASCRIPT', 'KOTLIN', 'SWIFT', 'C', '인프라', 'AWS', 'TCP', 'C++', 'HTTP', 'ACTIVE DIRECTORY', 'DNS', 'WINDOWS 서버', 'POWERSHELL', '시스템 관리', 'OFFICE 365', 'SPRING FRAMEWORK', 'SMTP', '시스템 구축', 'RESTFUL API']"
152545,"['인공 지능', '컴파일러']"
145271,"['GIT', 'AZURE', 'MONGODB', 'PYTORCH', 'SCIKIT-LEARN', 'TENSORFLOW', 'NODE.JS', 'PYTHON', 'C', 'AWS', 'C++', 'DOCKER', 'SHELL SCRIPTING', 'POSTGRESQL', 'GOLANG', 'REACT.JS', 'NEXT.JS', 'RESTFUL API']"
156491,"['LINUX', 'PYTHON']"
153965,"['FRAMER', 'CSS', 'HTML', 'FIGMA', 'NEXT.JS']"
111797,
117659,"['GIT', 'PYTORCH', 'TENSORFLOW', 'PERL', 'PYTHON', '딥 러닝', 'C', 'C++', '운영체제', '펌웨어', 'FPGA', 'SOC', '컴퓨터 비전', 'VERILOG', 'TCL', 'STP', 'XILINX', 'RTL 설계', 'RTL 코딩']"
162621,"['JAVA', 'KOTLIN', 'OOP', 'TDD', 'AWS', 'SPRING FRAMEWORK', 'JPA', 'KUBERNETES']"
143399,"['GIT', 'GITHUB', 'ANDROID', 'MYSQL', 'C / C++', 'C#', 'C++', 'PROCESSING', 'PRODUCT MANAGEMENT ', 'MULTI TASKING', '애자일 방법론', 'WPF', '애자일 프로젝트 관리']"
153142,
124776,"['C', 'C++', 'EMBEDDED LINUX']"
164629,
155656,"['LINUX', 'PYTORCH', 'PYTHON', 'C']"
165121,
164396,"['ANDROID', 'IOS', 'MYSQL', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'OBJECTIVEC', 'PYTHON', 'SWIFT', 'JQUERY', 'HTML5', 'CSS3', 'POSTGRESQL', 'JSP', 'SASS', 'SPRING BOOT', 'RESTFUL API']"
133845,
161839,
153985,"['GITHUB', 'GRAPHQL', 'HADOOP', 'MONGODB', 'MYSQL', 'PYTORCH', 'REDIS', 'SPARK', 'TENSORFLOW', 'JAVA', 'KOTLIN', 'NODE.JS', 'OBJECTIVEC', 'PYTHON', 'RUBY', 'SWIFT', 'TYPESCRIPT', 'TABLEAU', 'C', 'GO', 'C++', 'REST', 'JENKINS', 'DOCKER', 'ELASTICSEARCH', 'REACT.JS', 'SPRING BOOT', 'KUBERNETES']"
143876,"['MYSQL', 'PHP']"
159443,
157844,"['GIT', 'HTML', 'JAVASCRIPT', 'PHP', 'PYTHON', 'SQL', 'GOOGLE ANALYTICS']"
159419,"['CISSP', 'CISA']"
42933,
141825,
157750,"['IOS', 'METAL', 'SWIFT', 'MAC']"
80889,"['FLASK', 'MYSQL', 'PYTHON', 'SQL', 'DOCKER', 'SPRING FRAMEWORK', 'FASTAPI']"
148295,"['GIT', 'ANGULARJS', 'REACT', 'VUEJS', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'PYTHON', 'SCALA', 'AWS', 'SPRING FRAMEWORK', 'SPRING BOOT']"
164890,"['AJAX', 'MYSQL', 'JAVA', 'SQL', 'SERVLETS']"
142482,"['LINUX', 'MYSQL', 'ORACLE', 'REACT', 'JAVA', 'JAVASCRIPT', 'NODE.JS', 'PHP', 'PYTHON', 'TCP', 'C++', 'HTML5', 'NOSQL', 'CSS3', 'SPRING FRAMEWORK', 'NGINX', 'RESTFUL ARCHITECTURE', 'SPRING BOOT', 'FLUTTER']"
159828,"['REACT', 'HTML', 'JAVASCRIPT', 'SQL', 'SPRING FRAMEWORK']"
26781,"['GIT', 'GITHUB', 'LINUX', 'AWS', 'DOCKER', 'INTELLIJ IDEA']"
147896,"['ANDROID', '.NET', 'IOS', 'LINUX', 'MYSQL', 'SPARK', 'C / C++', 'HTML', 'JAVA', 'OBJECTIVEC', 'PYTHON', 'SQL', 'SWIFT', 'AGILE', 'AWS', 'C++', 'VM웨어', 'DEVOPS', 'JENKINS', 'MAC', 'PMP', 'CITRIX', 'CISA', 'OPENSTACK', 'XAMARIN', 'XEN', '영어 실력', 'OSS', 'KUBERNETES']"
163579,"['ORACLE', 'POWERBUILDER', 'MSSQL']"
116149,"['GIT', 'MYSQL', 'JAVA', 'JAVASCRIPT', 'PYTHON', 'AWS', 'DOCKER', 'JSP', 'JPA']"
164156,"['ANDROID', 'AZURE', 'IOS', 'LINUX', 'MYSQL', 'C / C++', 'HTML', 'JAVASCRIPT', 'KOTLIN', 'SWIFT', 'C', '인프라', 'AWS', 'TCP', 'C++', 'HTTP', 'ACTIVE DIRECTORY', 'DNS', 'WINDOWS 서버', 'POWERSHELL', '시스템 관리', 'OFFICE 365', 'SPRING FRAMEWORK', 'SMTP', '시스템 구축', 'RESTFUL API']"
150605,"['GIT', 'GITHUB', 'ANDROID', 'MYSQL', 'C / C++', 'C#', 'C++', 'PROCESSING', 'PRODUCT MANAGEMENT ', 'MULTI TASKING', '애자일 방법론', 'WPF', '애자일 프로젝트 관리']"
161794,"['GIT', 'GITHUB', 'ANDROID', 'LINUX', 'TENSORFLOW', 'JAVA', 'PYTHON', 'C', 'C++', 'DEBUGGING']"
66230,
162365,"['C / C++', 'C#', 'PYTHON', 'C++']"
156554,
159108,"['GITHUB', 'MYSQL', 'HTML', 'JAVASCRIPT', 'AWS', 'BOOTSTRAP', 'SPRING FRAMEWORK', 'CENTOS', 'SPRING BOOT', 'FLUTTER']"
71827,"['REACT', 'VUEJS', 'JAVASCRIPT', 'TYPESCRIPT', 'REACT.JS']"
97972,
157321,['IOS']
155389,
157464,"['HTML', '인프라', '운영체제', '시스템 관리', '네트워크 인프라', '프로젝트 실행', 'IT 운영', '네트워크 설계', '네트워크 관리', 'IT 관리', '서버 관리', '스토리지 솔루션', 'ERP 소프트웨어', '서버 아키텍처', '스토리지 영역 네트워크', 'ERP 구현']"
128476,"['GITHUB', 'ANDROID', 'IOS', 'LINUX', 'MYSQL', 'REACT', 'C / C++', 'HTML', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'PHP', 'PYTHON', 'SQL', 'SWIFT', 'AWS', 'C++', 'API', 'DOCKER', 'SPRING FRAMEWORK', 'JPA', '백엔드 개발']"
141555,['PYTHON']
152721,"['GIT', 'REACT', 'AWS']"
159400,
95555,"['GIT', 'FLASK', 'MYSQL', 'JAVA', 'PYTHON', 'AWS', 'API', 'RDBMS', 'SPRING FRAMEWORK', 'ORM', 'JPA', 'GOLANG', 'QA 엔지니어링']"
143391,"['GIT', 'GITHUB', 'ANDROID', 'MYSQL', 'C / C++', 'C#', 'C++', 'PROCESSING', 'PRODUCT MANAGEMENT ', 'MULTI TASKING', '애자일 방법론', 'WPF', '애자일 프로젝트 관리']"
159838,"['REACT', 'HTML', 'JAVASCRIPT', 'SQL', 'SPRING FRAMEWORK']"
160646,"['JAVA', 'RDBMS', 'SPRING FRAMEWORK']"
161657,"['GIT', 'GITHUB', 'JIRA', 'GOOGLE CLOUD PLATFORM', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'PYTHON', 'TYPESCRIPT', 'GOOGLE ANALYTICS', 'DOCKER', 'ELASTICSEARCH', 'GOOGLE MAPS', 'INTELLIJ IDEA', 'REACT.JS', 'SPRING BOOT', 'VISUAL STUDIO CODE']"
126877,
158809,"['GIT', 'LINUX', 'MYSQL', 'C / C++', 'HTML', 'JAVA', 'PYTHON', 'AWS', 'DOCKER', 'CSS3', 'NGINX', 'SPRING BOOT']"
133706,"['ZEPLIN', 'GIT', 'JIRA', 'SLACK', 'MYSQL', 'REACT', 'TYPESCRIPT', 'AWS', 'REACT.JS', 'REACT NATIVE', 'FIGMA', 'NOTION', 'NEST.JS']"
73582,"['GIT', 'NODE.JS', 'PYTHON', 'SQL', 'DOCKER', 'POSTGRESQL']"
165277,"['CONFLUENCE', 'JIRA', 'EXPRESSJS', 'C#', 'JAVA', 'JAVASCRIPT', 'NODE.JS', 'C++', 'OFFICE 365', 'POSTGRESQL', 'QT']"
158175,
