Key,Kalue
130670,"['GITHUB', 'AZURE', 'KOTLIN', 'PYTHON', 'AWS', 'JENKINS', 'ETL', 'SPRING FRAMEWORK', 'GCP', 'GOLANG', 'SPRING BOOT', 'KUBERNETES']"
19099,"['ANDROID', 'KOTLIN', 'AWS', '펌웨어']"
157380,"['B2B', 'PRODUCT MANAGEMENT ', 'SAAS']"
158460,['SPRING FRAMEWORK']
153258,"['C / C++', 'PYTHON']"
123983,['QA 엔지니어링']
62599,"['GIT', 'AZURE', 'KOTLIN', 'AWS', 'GCP', 'SPRING BOOT']"
136916,"['JAVA', 'SPRING FRAMEWORK', 'JPA']"
124449,"['PYTHON', 'SQL', 'TABLEAU', 'AWS', 'SPRING FRAMEWORK', 'ML']"
161661,
147496,"['MYSQL', 'JAVA', 'KOTLIN', 'AWS', 'SPRING FRAMEWORK', 'SPRING BOOT']"
152371,"['REACT', 'CSS', 'HTML', 'JAVASCRIPT', 'TYPESCRIPT', '개발', 'DOCKER', '검색 엔진', 'REACT NATIVE']"
156687,
142205,"['REACT', 'JAVASCRIPT', 'KOTLIN', 'SWIFT', 'TYPESCRIPT', 'RX', 'REACT.JS']"
161281,
135951,
130814,"['REACT', 'VUEJS', 'CSS', 'HTML', 'JAVA', 'JAVASCRIPT', 'TYPESCRIPT', 'SPRING FRAMEWORK', 'KUBERNETES']"
146869,"['ANDROID', 'KOTLIN']"
118541,"['GIT', 'GITHUB', 'ANDROID', 'MYSQL', 'REACT', 'VUEJS', 'HTML', 'JAVASCRIPT', 'PHP', 'PYTHON', 'AWS', 'DOCKER', 'SVN']"
7542,"['MYSQL', 'ORACLE', 'REACT', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'NODE.JS', 'PYTHON', 'TYPESCRIPT', 'NOSQL', 'DOCKER', 'RDBMS', 'ELASTICSEARCH', 'SPRING FRAMEWORK']"
59302,
154637,"['GIT', 'LINUX', 'C / C++', 'AGILE', 'SVN']"
134905,"['GIT', 'GITHUB', 'ANDROID', 'IOS', 'REACT', 'JAVASCRIPT', 'AWS', 'DOCKER', 'SPRING FRAMEWORK', 'JPA']"
156791,
158729,"['GIT', 'LINUX', 'PYTHON', 'DEVOPS', '가상화', 'POWERSHELL', 'DOCKER']"
117435,"['BITBUCKET', 'CONFLUENCE', 'GIT', 'SLACK', 'ANDROID', 'EXPRESSJS', 'IOS', 'MONGODB', 'MYSQL', 'REDIS', 'VUEJS', 'C#', 'JAVASCRIPT', 'KOTLIN', 'PYTHON', 'SQL', 'SWIFT', 'TYPESCRIPT', 'C', 'AWS', 'CRM', 'HTML5', 'CSS3', 'NODEJS', 'SPRING FRAMEWORK', 'RX', 'REACT.JS', 'REACT NATIVE']"
160503,
158144,"['ANGULARJS', 'MYSQL', 'REACT', 'VUEJS', 'HTML', 'JAVASCRIPT', 'PYTHON', 'TYPESCRIPT', 'AWS', 'DEVOPS', 'JENKINS', 'DOCKER', 'NODEJS']"
121310,"['GIT', 'PYTHON', 'R', 'DOCKER', 'POSTGRESQL']"
147774,
162689,
163094,"['GITHUB', 'REACT', 'JAVASCRIPT', 'AWS', 'API', 'REACT.JS']"
137971,
66882,"['GIT', 'GITLAB', 'EXPRESSJS', 'LINUX', 'MYSQL', 'ORACLE', 'REDIS', 'VUEJS', 'JAVA', 'JAVASCRIPT', 'PHP', 'PYTHON', 'JENKINS', 'DOCKER', 'TOMCAT', 'SVN', 'SSL', 'ELASTICSEARCH', 'NODEJS', 'SPRING FRAMEWORK', 'JPA', 'NGINX', 'RABBITMQ', 'APACHE 2', 'ES6']"
152867,"['FIREBASE', 'NODE.JS', 'TYPESCRIPT', 'AWS', 'DOCKER', 'REACT NATIVE', 'KUBERNETES']"
156086,"['CONFLUENCE', 'GIT', 'GITHUB', 'JIRA', 'AGILE']"
163642,"['MMO', '기술 관리', '프로젝트 관리', 'RPG', '모바일 게임']"
147351,"['GIT', 'REACT', 'JAVA', 'JAVASCRIPT', 'SQL', 'MAVEN', 'SPRING FRAMEWORK', 'GRADLE', 'JPA', 'SPRING BOOT']"
151097,"['GIT', 'GITHUB', 'UNREAL ENGINE', 'C#', 'PYTHON', 'C++', 'CAN', 'ROS', 'UNITY3D']"
136751,"['GIT', 'ANDROID', 'IOS', 'MYSQL', 'JAVASCRIPT', 'KOTLIN', 'NODE.JS', 'PHP', 'SWIFT', 'AWS', 'PRODUCT MANAGEMENT ', 'SPRING FRAMEWORK', 'QA 엔지니어링']"
115162,
122111,"['GIT', 'LINUX', 'MYSQL', 'JAVASCRIPT', 'SQL', 'TYPESCRIPT', 'AWS', 'NEST.JS']"
74587,
156292,"['ANDROID', 'MYSQL', 'JAVA', 'JAVASCRIPT', 'MES']"
157003,"['NLP', 'ML']"
145261,"['ORACLE', 'JAVA', 'JQUERY', 'SPRING BOOT']"
141017,"['REACT', 'CSS', 'HTML', 'JAVASCRIPT', 'TYPESCRIPT']"
39934,"['LINUX', 'MYSQL', 'REACT', 'REDIS', 'NODE.JS', 'BLOCKCHAIN', 'AWS']"
153056,"['GIT', 'GITHUB', 'ANDROID', 'FIREBASE', 'LINUX', 'MYSQL', 'REACT', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'SQL', 'AWS', 'DOCKER', 'SPRING FRAMEWORK', 'JPA', 'SPRING BOOT', 'FLUTTER']"
136927,"['GIT', 'ANGULARJS', 'REACT', 'JAVASCRIPT', 'NODE.JS', 'PYTHON', 'AWS', 'DOCKER']"
122475,"['JAVA', 'AWS', 'VM웨어', '가상화', 'TOMCAT', 'NGINX', 'RAID']"
131026,"['C / C++', 'C#', 'MFC']"
156277,"['GIT', 'DJANGO', 'JAVA', 'KOTLIN', 'PYTHON', 'SQL', 'TYPESCRIPT', 'AWS', 'HTML5', 'NOSQL', 'DOCKER', 'CSS3', 'ORM', 'REACT.JS', 'SPRING BOOT']"
135089,"['SPARK', 'JAVA', 'PYTHON', 'GO', 'SPRING BOOT']"
164895,"['ANDROID', 'IOS', 'MYSQL', 'JAVA', 'JAVASCRIPT', 'NODE.JS', 'PHP', 'SQL', 'SWIFT', 'AWS', 'POSTGRESQL', 'NODEJS']"
91004,
116930,"['PYTORCH', 'TENSORFLOW', 'ML']"
151857,"['C#', 'DELPHI', 'KOTLIN', 'C', 'MFC']"
123535,"['PYTHON', 'RDBMS', 'GOLANG']"
52278,"['C / C++', 'C#', 'JAVA', 'PYTHON', 'OOP', 'C++', '검증', '임베디드 소프트웨어', 'SPRING FRAMEWORK', '테스트 실행', 'JPA', 'SIMULINK']"
160754,"['GIT', 'GITHUB', 'SLACK', 'TRELLO', 'ANDROID', 'FIREBASE', 'GOOGLE CLOUD PLATFORM', 'IOS', 'VUEJS', 'KOTLIN', 'NODE.JS', 'SWIFT', 'GOOGLE ANALYTICS', 'AWS', 'JENKINS', 'NOSQL', 'NODEJS', 'JPA', 'GOOGLE APPS']"
165022,"['GIT', 'GITHUB', '.NET', 'C#', 'C', 'C++', 'VISUAL STUDIO', 'WPF', 'WPF 개발']"
165002,"['GIT', 'MYSQL', 'HTML', 'JAVASCRIPT', 'PHP', 'AWS', 'PHPUNIT']"
138789,"['KOTLIN', 'FLUTTER', 'WEBRTC', 'COROUTINE', 'RESTFUL API']"
156308,"['C', 'C++', 'EMBEDDED LINUX']"
123592,"['PYTHON', '보안', '인프라', 'AWS']"
161901,"['GITHUB', 'PYTHON', 'AWS']"
55869,"['GIT', 'GITHUB', 'VUEJS', 'CSS', 'HTML', 'JAVASCRIPT', 'PHP', 'AWS', 'DOCKER', 'LARAVEL', 'REACT.JS', 'FLUTTER', 'NEXT.JS']"
105896,"['GIT', 'JAVA', 'AWS', 'NODEJS', 'SPRING FRAMEWORK']"
146870,"['ANDROID', 'KOTLIN']"
76590,"['MYSQL', 'PYTHON', 'TYPESCRIPT', 'AWS', 'REST', 'DOCKER', 'NODEJS', 'REACT.JS', 'KUBERNETES', 'NEST.JS']"
106877,"['GIT', 'GITHUB', 'EXPRESSJS', 'REACT', 'JAVASCRIPT', 'NODE.JS', 'TYPESCRIPT', 'AWS']"
141693,
164973,"['PYTORCH', 'TENSORFLOW', 'C / C++', 'JAVASCRIPT', 'PYTHON', 'AWS', '컴퓨터 비전', 'OPENCV', 'ML']"
115618,"['GITHUB', 'REACT', 'REDIS', 'TYPESCRIPT', 'AWS', 'DEVOPS', 'DOCKER', 'POSTGRESQL', 'ELASTICSEARCH', '프론트엔드 개발자', '백엔드 개발']"
165103,"['ORACLE', 'JAVA', 'JQUERY', 'SPRING BOOT']"
154121,
161868,"['MYSQL', 'JAVA', 'KOTLIN', 'RUST', 'SCALA', 'AWS', 'GO', 'GOLANG', 'APACHE KAFKA', 'SPRING BOOT', 'KUBERNETES']"
162938,['DEVOPS']
146859,"['REACT', 'JAVASCRIPT', 'TYPESCRIPT', 'REDUX']"
149259,"['MYSQL', 'TYPESCRIPT', 'AWS', 'NODEJS']"
135835,
162113,"['GRAPHQL', 'JAVA', 'KOTLIN', 'OBJECTIVEC', 'SWIFT', 'FLUTTER']"
147322,"['ANDROID', 'KOTLIN']"
163203,"['CONFLUENCE', 'GIT', 'JIRA', 'FLASK', 'PYTHON', 'SQL', 'AWS', 'POSTGRESQL', 'RESTFUL WEBSERVICES', 'NOTION', 'REDMINE', 'FASTAPI']"
160246,
160826,"['GIT', 'GITHUB', 'MYSQL', 'JAVA', 'PYTHON', 'AWS', 'DOCKER']"
148733,"['GIT', 'NODE.JS', 'TYPESCRIPT', 'VUE.JS']"
148445,"['GIT', 'GITHUB', 'ANDROID', 'AZURE', 'IOS', 'LINUX', 'MYSQL', 'REACT', 'C / C++', 'HTML', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'NODE.JS', 'OBJECTIVEC', 'PHP', 'PYTHON', 'SQL', 'SWIFT', 'AWS', 'C++', 'REST', 'ISO', 'DOCKER', 'SHELL SCRIPTING', 'SPRING FRAMEWORK', 'JPA', 'FLUTTER', 'KUBERNETES']"
153974,"['GITHUB', 'GRAPHQL', 'HADOOP', 'MONGODB', 'MYSQL', 'PYTORCH', 'REDIS', 'SPARK', 'TENSORFLOW', 'JAVA', 'KOTLIN', 'NODE.JS', 'OBJECTIVEC', 'PYTHON', 'RUBY', 'SWIFT', 'TYPESCRIPT', 'TABLEAU', 'C', 'GO', 'C++', 'REST', 'JENKINS', 'DOCKER', 'ELASTICSEARCH', 'REACT.JS', 'SPRING BOOT', 'KUBERNETES']"
80486,
149796,"['C#', 'CSS', 'HTML', 'JAVASCRIPT', 'JQUERY']"
138382,"['GITHUB', 'JIRA', 'SLACK', 'TYPESCRIPT', 'AWS', 'REACT NATIVE', 'FIGMA']"
163376,"['PHP', 'AWS']"
161896,"['GITHUB', 'PYTHON', 'AWS']"
152347,
124658,"['GIT', 'REACT', 'HTML', 'JAVA', 'JAVASCRIPT', 'NODE.JS', 'GO', 'REACT.JS']"
159751,"['REACT.JS', 'REDUX']"
156511,"['JAVA', 'JAVASCRIPT', 'PYTHON', 'TYPESCRIPT', 'AWS', 'GO', 'C++', 'SPRING FRAMEWORK']"
97403,"['GIT', 'GITHUB', 'LINUX', 'REACT', 'C / C++', 'PYTHON', 'RUST', 'TYPESCRIPT', 'AWS', 'C++', 'DOCKER', 'SPRING BOOT', 'KUBERNETES', 'NEXT.JS']"
153469,"['GIT', 'GITLAB', 'JAVASCRIPT', 'PYTHON', 'TYPESCRIPT', 'FLUTTER']"
150052,"['VUEJS', 'JQUERY', 'REACT.JS', 'REACT NATIVE']"
141308,"['HCI', 'AZURE', 'C / C++', 'JAVA', 'PYTHON', 'SQL', 'AWS', 'STORAGE', 'VM웨어', 'CITRIX', 'GCP', 'VDI']"
162719,
163231,"['CISSP', 'CISA']"
123262,"['IOS', 'MYSQL', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'OBJECTIVEC', 'SWIFT', 'MVC', 'SPRING FRAMEWORK', 'IOS 개발', 'SPRING BOOT']"
146800,"['GITHUB', 'DJANGO', 'REACT', 'JAVASCRIPT', 'PYTHON', 'AWS', 'REACT NATIVE', 'FASTAPI']"
92576,"['CSS', 'HTML', 'HTML5', 'CSS 자바 스크립트']"
70596,"['GIT', 'GITHUB', 'ANDROID', 'DJANGO', 'LINUX', 'MYSQL', 'REACT', 'HTML', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'PYTHON', 'SWIFT', 'AWS', 'DOCKER', 'CSS3', 'POSTGRESQL', 'SPRING FRAMEWORK', 'JPA', 'SPRING BOOT', 'NEXT.JS']"
138330,
163186,"['REACT', 'JAVASCRIPT', 'TYPESCRIPT']"
155586,
155240,
98933,
144896,"['HTML', 'JAVASCRIPT', 'PHP']"
159126,"['GITLAB', 'MONGODB', 'REACT', 'NODE.JS', 'AWS']"
134363,"['AZURE', 'MONGODB', 'MYSQL', 'REDIS', 'NODE.JS', 'NEST.JS']"
164249,
165142,"['JAVA', 'SPRING FRAMEWORK', 'JPA']"
162002,"['CONFLUENCE', 'GIT', 'GITHUB', 'JIRA', 'SLACK', 'DJANGO', 'JAVA', 'JAVASCRIPT', 'AWS', 'SPRING FRAMEWORK', 'REACT.JS']"
132988,"['ANGULARJS', '.NET', 'VUEJS', 'MVC', 'MSSQL']"
152818,"['CONFLUENCE', 'JIRA', 'ANGULARJS', 'REACT', 'JAVASCRIPT', 'TYPESCRIPT', 'AWS', 'HTML5', 'DOCKER', 'CSS3']"
99444,"['LINUX', 'PYTHON', 'AWS', 'DOCKER', 'POSTGRESQL']"
131418,"['GITHUB', 'JIRA', 'SLACK', 'PYTORCH', 'DOCKER']"
122123,"['MONGODB', 'MYSQL', 'JAVA', 'AWS', 'NODEJS', 'GCP']"
106599,
145515,"['GIT', 'GITHUB', 'ANDROID', 'MYSQL', 'C / C++', 'C#', 'C++', 'PROCESSING', 'PRODUCT MANAGEMENT ', 'MULTI TASKING', '애자일 방법론', 'WPF', '애자일 프로젝트 관리']"
96291,['AGILE']
158986,"['GITLAB', 'JIRA', 'SLACK', 'ANDROID', 'IOS', 'KOTLIN', 'HTTP', 'RESTFUL API']"
143346,
154386,"['GIT', 'SLACK', 'OBJECTIVEC', 'SWIFT', 'C++', 'IOS 개발', 'SQLITE', 'NOTION']"
118185,"['GOOGLE CLOUD PLATFORM', 'HADOOP', 'SPARK']"
164821,"['UNREAL ENGINE', 'C / C++', 'JAVA', 'PYTHON', 'UNITY3D']"
84708,
53925,
138717,"['REACT', 'C#', 'JAVA', 'JAVASCRIPT', 'TYPESCRIPT', 'UNITY3D']"
143762,"['REACT', 'AWS', 'UNITY3D']"
111669,"['REACT', 'JAVA', 'PYTHON', 'AWS', 'SPRING FRAMEWORK']"
98627,
99865,"['GIT', 'ANDROID', 'MYSQL', 'ASP', 'C#', 'HTML', 'JAVA', 'JAVASCRIPT', 'NODE.JS', 'PYTHON', 'VISUAL BASIC', 'JQUERY', 'POWERBUILDER', 'MSSQL']"
83269,"['GIT', 'GITHUB', 'LINUX', 'MYSQL', 'REACT', 'VUEJS', 'C / C++', 'HTML', 'JAVASCRIPT', 'PYTHON', 'SQL', 'AWS', 'DOCKER', 'SPRING FRAMEWORK']"
113417,
162199,
147857,"['ANDROID', 'FIREBASE', 'JAVA', 'KOTLIN', 'RESTFUL API']"
138165,
163585,"['JAVA', 'JQUERY', 'SPRING FRAMEWORK']"
139057,
145300,['PYTHON']
159711,"['PYTHON', '보안', '인프라', 'AWS']"
127633,"['GIT', 'LINUX', 'PYTHON', 'DEVOPS', '가상화', 'POWERSHELL', 'DOCKER']"
61925,"['GIT', 'VUEJS', 'JAVASCRIPT', 'PHP', 'PYTHON', 'IOT', 'AWS', 'HTTP', 'ADOBE XD']"
158177,
158195,
58542,"['GIT', 'GITHUB', 'JAVA', 'KOTLIN', 'MVVM', 'NOSQL', 'RETROFIT2']"
130884,"['GIT', 'DJANGO', 'LINUX', 'PYTORCH', 'SCIKIT-LEARN', 'TENSORFLOW', 'PYTHON', '알고리즘 개발', '머신 비전', 'OPENCV', 'NUMPY']"
162212,
120408,
154537,
143339,
151310,"['GIT', 'GITHUB', 'ANDROID', 'MYSQL', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'AWS']"
165104,"['ORACLE', 'JAVA', 'JQUERY', 'SPRING BOOT']"
149455,
161258,"['PYTHON', 'AWS']"
135853,
88271,
121038,
160419,"['SQL', 'DATA ANALYSIS', 'TABLEAU']"
161179,"['LINUX', 'PYTHON', 'AWS', 'DOCKER', 'BASH', 'NODEJS', 'KUBERNETES']"
121854,"['MYSQL', 'HTML', 'PHP', 'SQL']"
133116,"['SLACK', 'C#', 'WPF', 'WINFORM', 'WPF 개발']"
99812,"['GIT', 'ANDROID', 'MYSQL', 'ASP', 'C#', 'HTML', 'JAVA', 'JAVASCRIPT', 'NODE.JS', 'PYTHON', 'VISUAL BASIC', 'JQUERY', 'POWERBUILDER', 'MSSQL']"
159717,"['LINUX', 'C / C++', 'PYTHON', 'IOT', 'C++', '펌웨어', 'ML']"
156595,
162251,"['JAVASCRIPT', 'HTML5', 'CSS 자바 스크립트']"
141283,"['JAVA', 'JAVASCRIPT', 'PYTHON', 'TYPESCRIPT', 'AWS', 'GO', 'C++', 'SPRING FRAMEWORK']"
150227,"['ZEPLIN', 'ANDROID', 'FIREBASE', 'TYPESCRIPT', 'IOS 개발', 'REACT NATIVE', 'FIGMA']"
129277,"['GIT', 'C#', 'C++', 'GUI']"
161960,"['GITHUB', 'JAVASCRIPT', 'NEXT.JS']"
71001,"['HADOOP', 'MYSQL', 'ORACLE', 'SPARK', 'JAVA', 'JAVASCRIPT', 'PYTHON', 'SWIFT', 'C', 'C++', 'JQUERY', 'HTML5', 'HP', 'SPRING FRAMEWORK', 'MFC', 'SPRING BOOT', 'REDUX']"
28766,"['GITHUB', 'JIRA', 'SLACK', 'PYTORCH', 'DOCKER']"
126696,"['GITLAB', 'PYTHON', 'C', 'C++', 'DOCKER', 'SQLITE']"
108896,"['REACT', 'SPRING FRAMEWORK']"
97468,"['유지보수', '인프라', 'CCNA', '네트워크 운영', 'CCIE']"
159567,
160470,"['JAVA', 'AWS', 'ELASTICSEARCH', 'KUBERNETES']"
115203,
148482,
158043,"['MYSQL', 'JAVASCRIPT', 'JUNIT', 'NEXACRO', 'RESTFUL API']"
160092,"['FIREBASE', 'NODE.JS', 'REACT NATIVE']"
163664,"['JAVA', 'JAVASCRIPT', 'PYTHON', 'TYPESCRIPT', 'AWS', 'GO', 'C++', 'SPRING FRAMEWORK']"
148758,
164379,
149274,"['ANDROID', '.NET', 'IOS', 'JAVASCRIPT', 'JQUERY', 'HTML5', 'UX', 'CSS3', 'XCODE', 'ANDROID STUDIO']"
150297,"['PYTHON', '소프트웨어 개발', 'GIMP', '영어 실력']"
164599,"['MONGODB', 'C#', 'PYTHON', 'API']"
163839,"['GIT', 'REACT', 'CSS', 'HTML', 'TYPESCRIPT', 'AWS', 'HTTP', 'NOSQL', 'NOTION', 'RESTFUL API']"
58362,"['MYSQL', 'ORACLE', 'REACT', 'JAVA', 'JAVASCRIPT', 'KOTLIN', 'NODE.JS', 'PYTHON', 'TYPESCRIPT', 'NOSQL', 'DOCKER', 'RDBMS', 'ELASTICSEARCH', 'SPRING FRAMEWORK']"
163170,"['GIT', 'REACT', 'VUEJS', 'JAVASCRIPT', 'NODE.JS', 'AWS', 'DOCKER', 'EC2', 'SMS', 'REACT NATIVE', 'FLUTTER', 'KUBERNETES']"
162383,"['GITHUB', 'PYTORCH', 'TENSORFLOW', 'PYTHON', 'DOCKER']"
152891,"['GIT', 'IOS', 'LINUX', 'HTML', 'JAVA', 'OBJECTIVEC', 'AWS', 'JENKINS', 'VOIP', 'SPRING FRAMEWORK', '리눅스 서버', 'IOS 개발', 'APPLE SOFTWARE', 'SPRING BOOT', 'RESTFUL API']"
118609,"['CONFLUENCE', 'GIT', 'JIRA', 'REDIS', 'JAVASCRIPT', 'SWIFT', 'OFFICE 365', 'IOS 개발']"
164822,"['UNREAL ENGINE', 'C / C++', 'JAVA', 'PYTHON', 'UNITY3D']"
161185,"['MYSQL', 'JAVA', 'JAVASCRIPT', 'PHP', 'PHPUNIT']"
164413,
130977,
94037,['IOS']
118969,"['MXNET', 'PYTORCH', 'TENSORFLOW']"
142233,"['GIT', 'DJANGO', 'HTML', 'JAVASCRIPT', 'PYTHON', 'AWS']"
161531,"['ANDROID', 'IOS', 'ORACLE', 'JAVASCRIPT', 'HTML5', 'SPRING FRAMEWORK']"
93506,['IOS']
141352,"['HADOOP', 'LINUX', 'MONGODB', 'MYSQL', 'SPARK', 'PYTHON', 'AWS']"
160716,
115441,"['GIT', 'MONGODB', 'MYSQL', 'PYTHON', 'AWS', 'RABBITMQ', 'FASTAPI']"
141685,
164812,"['UNREAL ENGINE', 'C / C++', 'JAVA', 'PYTHON', 'UNITY3D']"
162628,"['GITHUB', 'LINUX', 'MYSQL', 'REACT', 'JAVASCRIPT', 'PYTHON']"
42820,"['GIT', 'MYSQL', 'REDIS', 'AWS', 'DOCKER', 'ELASTICSEARCH', 'SPRING BOOT']"
165217,"['GITHUB', 'IOS', 'SWIFT']"
142869,"['IOS', 'SWIFT', 'MVVM']"
148773,"['GIT', 'VUEJS', 'JAVA', 'JAVASCRIPT', 'AWS', 'NODEJS', 'SPRING BOOT']"
130528,"['LINUX', 'MYSQL', 'C#', 'JAVA', 'PYTHON', 'C', 'AWS', 'TOMCAT', 'SPRING FRAMEWORK', 'NGINX']"
155065,
163849,"['GITHUB', 'ANDROID', 'DJANGO', 'IOS', 'LINUX', 'MYSQL', 'JAVA', 'KOTLIN', 'SPRING FRAMEWORK', 'JPA', 'SPRING BOOT']"
162512,"['ANDROID', 'DJANGO', 'IOS', 'REACT', 'NODE.JS', 'LARAVEL', 'REACT NATIVE', 'SPRING BOOT', 'FLUTTER', 'NEST.JS']"
160228,"['PYTHON', 'R', 'AWS']"
151307,
161797,
163197,"['PYTHON', 'SQL', 'TABLEAU', 'AWS', 'SPRING FRAMEWORK', 'ML']"
109648,"['HADOOP', 'LINUX', 'REACT', 'C / C++', 'JAVASCRIPT', 'PYTHON', 'SQL', 'C++', 'DOCKER', 'SPRING FRAMEWORK', 'MSSQL', 'KUBERNETES']"
165031,"['GIT', 'GITHUB', 'MONGODB', 'MYSQL', 'REDIS', 'NODE.JS', 'SQL', 'TYPESCRIPT', 'AWS', 'HTTP', 'DOCKER']"
156381,"['GIT', 'ANDROID', 'FIREBASE', 'IOS', 'LINUX', 'REACT', 'JAVA', 'KOTLIN', 'SWIFT', 'TYPESCRIPT', 'GOOGLE ANALYTICS', 'AWS', '데이터베이스', 'WINDOWS 서버', 'DOCKER', '네트워크 운영', 'SPRING FRAMEWORK', 'XCODE', 'IOS 개발', 'ANDROID STUDIO', 'REACT.JS', 'SPRING BOOT', 'GOOGLE TAG MANAGER']"
62602,"['GIT', 'AZURE', 'KOTLIN', 'AWS', 'GCP', 'SPRING BOOT']"
145853,"['GIT', 'GITLAB', 'LINUX', 'MYSQL', 'PYTHON', 'AWS', 'DOCKER']"
45603,
90260,
157238,"['GIT', 'GITHUB', 'LINUX', 'MYSQL', 'C / C++', 'HTML', 'JAVASCRIPT', 'PYTHON', 'SQL', 'AWS', 'SPRING FRAMEWORK']"
149009,['PYTHON']
25803,
160853,"['C#', 'ELASTICSEARCH', 'MSSQL']"
137180,"['GIT', 'MONGODB', 'MYSQL', 'ORACLE', 'REACT', 'REDIS', 'PHP', 'OOP', 'AWS', 'DOCKER', 'POSTGRESQL', 'LARAVEL', 'REACT.JS', 'SPRING BOOT']"
156291,
136907,"['GITHUB', 'LINUX', 'PYTORCH', 'TENSORFLOW', 'PYTHON', 'DOCKER', 'POSTGRESQL', 'RHEL', 'UBUNTU', 'OPENCV', 'FASTAPI']"
113553,
99021,"['LINUX', 'PYTHON', 'AWS', 'DOCKER', 'BASH', 'NODEJS', 'KUBERNETES']"
165128,"['REACT', 'HTML', 'JAVASCRIPT', 'CSS3', 'REACT.JS', 'REACT NATIVE', 'NEXT.JS', 'RESTFUL API']"
152953,"['ANGULARJS', 'JAVA', 'JAVASCRIPT', 'SPRING FRAMEWORK', 'JPA', 'REACT.JS', 'VUE.JS']"
155854,"['GIT', 'MYSQL', 'REACT', 'JAVASCRIPT', 'SWIFT', 'AWS', 'SPRING FRAMEWORK']"
51740,"['ANDROID', 'FIREBASE', 'IOS', 'REACT', 'JAVA', 'KOTLIN', 'SWIFT', 'TYPESCRIPT', 'AWS', 'NODEJS', 'IOS 개발', 'REACT NATIVE', 'FLUTTER']"
161126,
162061,"['GIT', 'SLACK', 'PYTORCH', 'REACT', 'PYTHON', 'TYPESCRIPT', 'C', 'HTML5', 'CSS3', 'NOTION']"
155028,"['ANDROID', 'LINUX', 'EMBEDDED LINUX']"
132445,"['JAVASCRIPT', 'PYTHON', 'SQL']"
151867,
161388,"['GIT', 'ANDROID', 'IOS', 'MYSQL', 'HTML', 'JAVASCRIPT', 'KOTLIN', 'NODE.JS', 'PHP', 'PYTHON', 'SWIFT', 'TYPESCRIPT', 'AWS', 'PRODUCT MANAGEMENT ', 'SPRING FRAMEWORK', 'QA 엔지니어링']"
155776,"['GIT', 'GITLAB', 'C#', 'PYTHON', '영상', 'OPENCV']"
164453,"['JAVASCRIPT', 'JENKINS', 'REACT NATIVE']"
154794,"['PYTHON', '보안', '인프라', 'AWS']"
163055,
45497,
107054,
152132,"['BITBUCKET', 'GIT', 'ANDROID', 'LINUX', 'MYSQL', 'C / C++', 'JAVA', 'KOTLIN', 'AWS', 'JPA', 'MFC', 'REACT.JS', 'REACT NATIVE', 'SPRING BOOT']"
111538,"['GITHUB', 'ANGULARJS', 'MONGODB', 'JAVASCRIPT', 'PYTHON', 'TYPESCRIPT', 'AWS', 'CSS3', 'SPRING FRAMEWORK', 'GCP', 'SPRING BOOT']"
137455,"['KOTLIN', 'FLUTTER', 'WEBRTC', 'COROUTINE', 'RESTFUL API']"
159902,"['PYTORCH', 'PYTHON', 'NUMPY']"
164041,"['GIT', 'EXPRESSJS', 'GRAPHQL', 'JAVASCRIPT', 'NODE.JS', 'TYPESCRIPT', 'AWS', 'JENKINS', 'NOSQL', 'DOCKER', 'RDBMS', 'EC2', 'NODEJS', 'NEXT.JS']"
17021,
149549,"['C / C++', 'C#', 'JAVA', 'PYTHON', 'OOP', 'C++', '검증', '임베디드 소프트웨어', 'SPRING FRAMEWORK', '테스트 실행', 'JPA', 'SIMULINK']"
127647,
96008,"['GIT', 'IOS', 'MYSQL', 'C#', 'HTML', 'JAVA', 'JAVASCRIPT', 'PYTHON', 'C', 'JQUERY', 'SPRING FRAMEWORK', 'WPF', 'WINFORM']"
164157,"['ANDROID', 'AZURE', 'IOS', 'LINUX', 'MYSQL', 'C / C++', 'HTML', 'JAVASCRIPT', 'KOTLIN', 'SWIFT', 'C', '인프라', 'AWS', 'TCP', 'C++', 'HTTP', 'ACTIVE DIRECTORY', 'DNS', 'WINDOWS 서버', 'POWERSHELL', '시스템 관리', 'OFFICE 365', 'SPRING FRAMEWORK', 'SMTP', '시스템 구축', 'RESTFUL API']"
18786,
98632,"['GIT', 'MONGODB', 'REACT', 'REDIS', 'HTML', 'JAVA', 'JAVASCRIPT', 'NODE.JS', 'SQL', 'AWS', 'HTTP', 'JQUERY', 'DEVOPS', 'ELASTICSEARCH', 'NODEJS', '서버 관리', '서버 아키텍처']"
161563,"['JAVASCRIPT', 'AWS', 'REACT.JS', 'NEXT.JS']"
149841,"['GIT', 'C#', 'SQL', 'MVVM', 'AWS', 'WPF', 'WINFORM']"
162391,['REACT']
159334,
16411,"['GOOGLE CLOUD PLATFORM', 'HADOOP', 'SPARK']"
133636,
159080,
164739,"['CONFLUENCE', 'JIRA', 'MAVEN', 'TESTNG']"
114739,
