id,url,jobs
133219,https://www.wanted.co.kr/wd/133219,"['서버 개발자', '시스템, 네트워크 관리자', '보안 엔지니어']"
148633,https://www.wanted.co.kr/wd/148633,"['QA,테스트 엔지니어']"
156920,https://www.wanted.co.kr/wd/156920,['iOS 개발자']
161654,https://www.wanted.co.kr/wd/161654,"['웹 개발자', '프론트엔드 개발자', '웹 퍼블리셔']"
129176,https://www.wanted.co.kr/wd/129176,"['소프트웨어 엔지니어', '자바 개발자']"
87893,https://www.wanted.co.kr/wd/87893,['프론트엔드 개발자']
155695,https://www.wanted.co.kr/wd/155695,['하드웨어 엔지니어']
127432,https://www.wanted.co.kr/wd/127432,"['Node.js 개발자', '크로스플랫폼 앱 개발자', 'DBA']"
152145,https://www.wanted.co.kr/wd/152145,"['안드로이드 개발자', 'iOS 개발자', '크로스플랫폼 앱 개발자']"
161547,https://www.wanted.co.kr/wd/161547,"['안드로이드 개발자', 'iOS 개발자', '데이터 엔지니어']"
149837,https://www.wanted.co.kr/wd/149837,"['소프트웨어 엔지니어', 'C, C++ 개발자', '보안 엔지니어']"
80882,https://www.wanted.co.kr/wd/80882,"['시스템, 네트워크 관리자', '기술지원', '영상,음성 엔지니어']"
100407,https://www.wanted.co.kr/wd/100407,"['소프트웨어 엔지니어', 'C, C++ 개발자', '파이썬 개발자']"
130615,https://www.wanted.co.kr/wd/130615,['프론트엔드 개발자']
