id,title,company,location,tags,qualifications,preferred,benefits,skills,workplace
82530,FLO DBA,드림어스컴퍼니,"['서울', '한국']","['인원급성장', '301~1,000명', '설립10년이상', '대출지원', '건강검진', '통신비', '재택근무', '연봉상위11~20%', 'IT, 컨텐츠']","['• DBA 경력 5년 이상이신 분', '• 대용량 DBMS 운영 경험하신 분', '• Public Cloud (AWS) 환경에 대한 기본적인 이해 및 경험이 있는 분', '• 쿼리 튜닝, 분석 가능하신 분', '• MongoDB 운영, 트러블슈팅 경험하신 분', '• 인프라 환경의 자동화를 추구하며 동료와 적극적으로 소통할 수 있는 분', '• 더 나은 기술을 익히고 적용하는데 거리낌 없는 분', '• 문서화 및 메뉴얼 작성에 거부감이 없는 분']","['• 클라우드 환경에서 ISMS 심사 경험이 있는 분', '• 모델링 설계 지원, 검토 가능하신 분', '• shell, javascript, python 등 스크립트 언어 사용 가능하신 분', '• 업무 자동화 스크립트 작성 가능하신 분']","['Work l 드림어스는 개인의 자율성을 존중합니다', '• 선택적 근로시간제에 따라 2주 80시간, 스스로 업무시간을 조정해요.', '• 하이브리드 근무방식에 따라 사무실 근무와 재택 근무를 유연하게 활용할 수 있어요. (직무 특성에 따라 유연 적용)', '• 더드림(The Dream) 휴가 : 입사연도부터 매년, 기본 제공 연차에 보태어 휴가를 더 드리는 제도예요. 기본 제공 연차+최대 5일의 휴가를 더 쓸 수 있어요.', '', 'Benefit l 드림어스는 아낌없이 지원합니다', '• 매년 100만원 Dream 포인트를(공연/음반/문화/여행/도서/체력단련) 지급', '• 사내 주택자금 저금리 대출 지원', '• 매월 SKT 통신비 4만원 지원', '• 사내 온라인 강의 및 직무 연계 오프라인 강의/세미나 참석 지원', '• 연장근로 식대/교통비 지원', '• 장기근속 휴가 및 축하금 지원', '• 업무 역량부터 자기 개발까지 도서 지원', '• 최신 기술 활용에 적극 투자 (개발직군은 2년마다, 비개발직군은 3년마다 PC 교체)', '', 'Family&Life l 가족과 개인의 삶도 존중합니다', '• 명절(설, 추석) 전날에는 반일 근무만 하고 가족들 만나러 가요.', '• 결혼 휴가 2주 및 각종 경조사 휴가, 축하/위로금 지급', '• 연 1회 20만원 상당 본인 및 가족 구성원 1인까지 종합 건강검진 지원', '• 본인 및 배우자, 자녀 대상 단체상해보험 지원 (전액 지원)', '• 휴양 콘도 할인 혜택 제공', '', 'Culture l 더 나은 일하는 문화를 만듭니다', '• 월 1회 드림어스의 현재를 투명하게 공유할 수 있는 올핸즈 미팅을 진행해요.', '• 분기별 1회 팀원들과 함께 오피스를 벗어나 자유롭게 시간을 보내는 캔 미팅을 진행해요.', '• 서로를 영어 닉네임으로 부르면서 수평적인 커뮤니케이션을 해요.', '', '[꼭 확인해 주세요!]', '• 아래 내용을 포함한 자유양식의 이력서를 제출해주세요. 포트폴리오도 함께라면 더욱 좋습니다.', '', '※ 이력서 필수 기재 사항 :', '이름, 연락처, 이메일, 학력, 경력(회사명/부서/직책/근무기간/담당업무), 상세 경력 기술(진행기간/주요 업무 내용/본인이 기여한 기술력/성과 등)', '', '[참고사항]', '• 본 공고는 모집 완료 시 조기 마감될 수 있습니다.', '• 입사 후 3개월간 수습기간이 적용됩니다.', '• 국가유공자 및 장애인 등 취업보호대상자는 관계 법령에 따라 우대합니다.']","['Git', 'JIRA', 'React', 'CSS', 'HTML', 'JavaScript', 'TypeScript', 'Figma', 'Next.js', 'Vue.JS']",서초구 강남대로 311 드림플러스 강남 15층
147597,전기차충전기 임베디드 소프트웨어 개발,타디스테크놀로지,"['서울', '한국']","['인원급성장', '50명이하', '설립4~9년', '성과급', '스톡옵션', '자율복장', '음료', '커피', 'IT, 컨텐츠']","['• 하드웨어를 제어하는데 관심이 많으신 분', '• 기술 표준 R&D에 관심이 많으신 분']","['• 컴퓨터/시스템공학, 전기/전자공학', '• 개발 경험이 있으신 분']","['• 최신형 장비 지원', '- 최신형 맥북이나 델 노트북, 24인치 모니터 지급(직무에 따라)', '', '• 성장지원', '- 신규입사자 교육', '- 도서구입비 지원', ' ', '• 사내 문화', '- 주 5일 근무 및 자율 복장제', '- 서로를 존중하는 수평문화', '', '• 생활지원', '- 연차, 여름휴가, 반차, 보건휴가', '- 우수사원  포상', '- 결혼, 조의 등 경조휴가', '- 명절 귀성비, 생일선물 지급', '- 청년/재직자 내일채움공제 지원', '- 인센티브 (과제 실적에 따른 성과급)', '- 스톡옵션 (매년, 1년 이상 근무자 대상)', '- 휴가기간 중 전기자동차 렌트비 지원 등', '', '• 건강 및 휴식 지원', '- 4대보험 ', '- 음료,간식 제공(커피 머신)']","['Git', 'Github', 'Linux', 'React', 'SQL', 'AWS', 'Docker', 'PostgreSQL', 'Flutter']","성동구 성수일로 10 (성수동1가, 서울숲ITCT지식산업센터)"
163951,[빗썸] Front End (5년 이상),빗썸코리아,"['서울', '한국']","['연봉상위1%', '인원급성장', '301~1,000명', '설립4~9년', '음료', '샐러드', '간식', '어린이집', 'IT, 컨텐츠']","['• 컴퓨터 공학 또는 관련 분야의 학사 학위 (또는 동등한 실무 경험)를 보유하신 분', '• React.js 및 관련 프론트엔드 기술에 대한 3년 이상의 실무 경험을 보유하신 분', '• 웹 개발에 필요한 JavaScript, HTML, CSS에 대한 깊은 이해와 능숙한 사용 경험을 보유하신 분', '• RESTful API와의 상호작용 경험과 가상자산 거래 관련 API에 대한 높은 이해도를 보유하신 분', '• 사용자 경험을 고려한 반응형 웹 디자인 구현 경험을 보유하신 분', '• 버전 관리 도구(Git 등) 사용 능력을 보유하신 분', '• 팀에서의 협업과 커뮤니케이션 능력을 보유하신 분']","['• 가상자산 거래소 또는 금융 관련 프로젝트 경험을 보유하신 분', '• 자산 보안 및 관리에 대한 이해도가 높으신 분', '• 웹 성능 최적화 및 보안 개발에 대한 경험을 보유하신 분', '• TypeScript, MobX, Webpack 등의 추가 프레임워크 경험을 보유하신 분', '• 가상자산 시장 동향과 기술에 대한 지속적인 관심과 학습 의지가 높으신 분']","['[업무에 몰입할 수 있는 환경을 조성합니다.]', '', '• 비포괄임금제 | 일한만큼 받습니다. 초과근무 시 1분단위 수당으로 보상합니다.', '• 선택적 근로시간제 | 출퇴근시간을 본인이 선택하여 복잡한 출퇴근길을 피할 수 있습니다.', '• 복지포인트 연간 840만원 지급 | 항목에 상관없이 자유롭게 사용 가능한 복지포인트를 연간 840만원 지원합니다.', '• 출퇴근 교통비 지원  |  야간/휴일근무 시 카카오T 비즈니스를 이용하여 편하게 출퇴근합니다.', '', '', '[ 구성원의 편리한 생활을 지원합니다.]', '', '• 삼시세끼 제공   ', '- 조식 : 샌드위치, 샐러드 등 간단하고 건강한 메뉴들이 매일 다양하게 준비되어있습니다.', '- 중식 : 비싼 강남 물가에 맞게! 연봉에 포함되지 않는 식대를 월 22만원 지급합니다.', '- 석식 : 퇴근이 늦어질 경우, 저녁식사비로 식권대장 포인트 12,000원 지급합니다.', '- 휴일 : 휴일 근무 시에는 점심/저녁식사비로 식권대장 포인트를 끼니당 18,000원씩 지급합니다.', '• 간식·음료 무제한 스낵부스 운영 | 과자류, 간편식 뿐만 아니라 유산균이나 홍삼같은 건강식품까지 제공합니다.', '•  장부식당 운영 | 빗썸 직원들과의 저녁모임 시, 고기·호프·치킨집 등 제휴된 식당을 자유롭게 이용할 수 있습니다.', '• 주택자금대출 | 주택 매매/임차 시 최대 5년간 1억원까지 무이자로 지원합니다.', '• 자녀학자금 | 유치원·어린이집 240만원, 초/중/고등학교 180만원, 대학교 1,000만원까지 연 단위로 지원합니다.', '• 기념일 선물 | 명절·연말·생일·어버이날에는 한우, 카네이션, 기프트카드 등 다양한 선물을 나눕니다.', '', '', '[구성원 개개인의 성장을 돕습니다.]', '', '• 역량향상 교육 | 직무·역량개발을 위한 교육이라면 얼마든지 지원합니다.', '• 외국어 교육 | 직원들의 외국어 능력 신장을 위해 외국어 교육을 지원합니다.', '• 도서 구매 | 빗썸 직원이라면 업무에 필요한 도서를 무제한 구매할 수 있습니다.', '• 사내 도서관 운영 | 매월 신간이 30권씩 입고되는 사내 도서관을 운영합니다. ', '', '', '[본인과 가족들의 건강 걱정을 덜어드리고 퀄리티 높은 휴식을 보장합니다.]', '', '• 건강검진 | 본인·배우자·자녀·부모님에게 프리미엄 건강검진을 제공합니다. 한방특화 검진도 가능합니다.', '• 단체상해보험 | 임직원들의 병원비 부담을 덜어내는 단체상해보험 가입을 지원합니다.', '• 사내 동호회 활동 지원 | 빗썸의 다양한 사내 동호회를 인당 2개까지 가입할 수 있습니다.', '• 리조트·콘도 지원 | 아난티·소노인터내셔널 등 국내 유명 휴양콘도 숙박을 지원합니다.']",['Agile'],"서울시 강남구 테헤란로 124, 삼원타워 15~17F"
122553,소프트웨어 엔지니어 (최적화 엔진 개발),위밋모빌리티,"['서울', '한국']","['유연근무', '스타트업', '간식', '건강검진', '교육비', '재택근무', 'IT, 컨텐츠']","['• 다양한 프로그래밍 언어를 자유롭게 활용 가능하신 분', '• 자료구조 및 알고리즘을 이해하고 응용 가능한 분', '• 팀단위 개발에 제약이 없는 분']","['• 새로운 도메인에 대한 학습 능력 및 문제해결 역량을 갖추신 분', '• 응용하여 발전시키는 능력이 뛰어나신 분', '• 정보올림피아드/ACM-ICPC 등 프로그래밍 대회 참여 경험이 있으신 분', '• GIS 도메인 지식이 있으신 분', '• 공공 데이터를 활용한 개발 경험이 있으신 분', '• Git 을 통한 버전관리 및 협업의 경험이 있으신 분']","['기업문화 - 자율성 속에 질서를 위한 규칙이 있어요!', '', '1. 수평적인 문화를 지향합니다.', '위밋모빌리티에서 ‘수평적인 문화’란, 누구나 자유롭게 의견을 제시하고, 탁월한 역량으로 업무에 동일한 책임과 권한을 갖는 문화입니다. ‘님’이란 호칭을 통해 대화에 허들을 낮추고 원활한 커뮤니케이션 환경을 만들어갑니다.', '', '2. 애자일 방식을 통해 빠르고 정확하게 일합니다.', '모든 리더는 각 파트의 동료와 1주에 한 번 미팅을 합니다. 미팅을 통해 업무의 이슈나 진행상황을 공유하고 도움이 필요한 사항을 해결하면서 효율적으로 일합니다. 짧게는 1주 길게는 2~3주 단위의 스프린트로 플랜에 따라 각자의 업무에 집중할 수 있는 시간을 갖으며 중간에는 현황을 공유하는 스크럼 시간과 종료시점에는 결과물을 회고하는 시간을 갖습니다.', '', '3. 신뢰와 존중을 기반으로 충돌을 감수합니다.', '위밋모빌리티는 각자의 역량을 기반으로 구성된 조직입니다. 따라서 모든 직원은 동료와 의견이 다를지라도 건강한 충돌을 위해 모든 업무에 솔직하게 의견을 제시하고 상대방의 의견에 귀기울여야 합니다. 동료에 대한 굳건한 신뢰와 존중을 바탕으로 의견을 조율하여 의미있는 성장에 기여합니다.', '', '4. 공개 채널 대화를 지향합니다.', '위밋모빌리티에 차단된 정보는 없습니다. 개인정보 외에 모든 주제는 다른 동료들이 참고할 수 있도록 공개채널에서 논의합니다. 본인의 직무가 아니거나 다른 팀의 업무일지라도, 아이디어가 있다면 주저없이 공유하여 현명하고 높은 퀄리티의 결과치를 낼 수 있도록 합니다.', '', '5. 실패에 책임은 없으나, 빠르게 회복하고 재실행합니다.', '위밋모빌리티가 일을 대하는 자세는 담대함입니다. 실패하고 넘어져도 다시 일어서고 실패를 통해 얻은 경험을 바탕으로 다시 도전합니다. 적극적으로 도전하고 새로운 길을 개척하면서 위밋모빌리티만의 선명한 발자취를 같이 만들어갑니다.', '', '', '이런 분과 함께 하고 싶어요', '', '1. Problem Solver', '자발적으로 문제점과 해결방안을 찾아내어 끝까지 처리할 수 있는 분', '', '2. Dreamer', '위밋모빌리티의 비전과 미션을 함께 꿈꾸고 이뤄가고자 하는 분', '', '3. Positive Attitude', '실수를 인정하고 본인의 부족한 부분을 파악하여 개선하고 나아갈 수 있는 분', '', '4. Warmhearted listener', '동료의 의견을 경청하고 배려하며 존중하는 분', '', '5. Ambitious', '현재에 안주하지 않고 더 나은 내일을 위해 갈망하는 분', '', '', '위밋모빌리티의 복지와 기업문화', '', '1. 업무 효율을 위한 유연근무제 실시!', '지옥철은 이제 안녕~!', '코어타임에는 동료와 함께 브레인스토밍하고 빌드업 할 수 있는 시간을 가져요! (11시~16시)', '', '2. 자유롭게 쓸 수 있는 연차+각종 보너스 휴가까지!', '저희는 연차에 대해서 왜?라고 묻지 않아요! 생일반차, 지원사업 합격 휴가 등 자유롭게 사용하세요!', '', '3. 하이브리드 근무 도입으로 주 1회 재택근무 가능!', '사무실 근무와 재택근무를 병행하여 업무 효율성을 높여요!', '', '4. 최신 IT 장비와 함께 막힘없이 일해요!', '맥북 프로, 엘지 그램, 듀얼 모니터 등 최신 IT 장비 지원!', '', '5. 뭐니뭐니 해도 건강이 최고!', '우리 모두 아프지 말고 오래오래 함께해요! 매년 건강검진 받으세요!', '', '6. 복장은 무조건 자유! 편하고 집중이 잘 되는 환경에서 일해요!', '츄리닝도 괜찮냐구요? 괜찮아요! 대표님도 매일 똑같은 츄리닝 입고 출근하시거든요!', '', '7. 간식비 지원! 당 떨어질 일 없는 간식 곳간,,', '입이 심심할땐? 먹어야죠! 스낵바에 원하는 간식 신청 가능!', '', '8. 성장독서제도 및 교육비 지원!', '여러분의 성장은 곧 위밋모빌리티의 성장이다!', '직무 향상을 위한 강의가 있다면 언제든지 말씀해주세요!', '', '', '이 밖에 문화는 위밋인이 되어 함께 만들어 나가자구요 ~', '', '먹을 땐 먹고, 놀 땐 놀지만, 일할 땐 또 제대로 일 합니다!', '', '평범해 보이지만 생각 외로 정말 재밌고 열정 넘치는 회사입니다만?', '', '저희와 함께 더 좋은 서비스를 만들어갈 역량과 역랑있는 분들을 기다리고 있으니', '편안하게 연락 주시고 함께 갈 수 있는 방향을 모색해보아요!', '', '좋은 인재만 있다면 없는 포지션도 만들어 드립니다.', '부담 갖지 말고 지원해주세요', '', '감사합니다.']","['Git', 'Azure', 'MongoDB', 'Pytorch', 'Scikit-Learn', 'Tensorflow', 'Node.js', 'Python', 'C', 'AWS', 'C++', 'Docker', 'Shell Scripting', 'PostgreSQL', 'Golang', 'React.js', 'Next.js', 'Restful API']",서울특별시 마포구 백범로31길 21 서울창업허브 본관 615호
157234,SW 개발자 (신입),오투오,"['서울', '한국']","['퇴사율5%이하', '50명이하', '설립4~9년', '간식', '인공지능', 'IT, 컨텐츠']","['- HTML, CSS등 W3C 웹 표준 이해와 UI개발 경험', '- JavaScript / jQuery를 이용한 개발 지식,경험', '- REST API 클라이언트 개발 경험', '- Git과 Github에 대한 기본적인 사용 경험', '- 데이터베이스 시스템의 이해', '- Python, Spring, Django']","['- 다양한 프레임웍(React, Angular, Vue) 개발 경험', '- AWS, GCP 등의 클라우드 기반 서비스 경험', '- Unix/Windows 등 다양한 플랫폼 개발 경험', '- 컴퓨터공학 및 전산 관련 전공']","['• 점심식사, 간식 지원', '• 4대 보험', '• 자유로운 연차, 반차 사용', '• 각종 경조금 지원']","['Git', 'Github', 'Linux', 'MySQL', 'C / C++', 'HTML', 'JavaScript', 'Python', 'SQL', 'AWS', 'Spring Framework']",서울시 서초구 매헌로 8길 47 AI 양재 허브( 희경 재단 B동) 203호
119599,백엔드 개발자,슬링,"['서울', '한국']","['연봉업계평균이상', '인원급성장', '50명이하', '설립3년이하', '유연근무', '스톡옵션', '건강검진', '자기계발', 'IT, 컨텐츠']","['- GCP 기반의 서버리스 아키텍처에 대한 이해가 있으신 분 ', '- 도메인 주도 설계(Domain Driven Design)에 대한 이해가 있으신 분', '- 먼저 의견을 제시하고 주도적으로 일할 수 있는 분', '- 원활한 커뮤니케이션 능력을 가지신 분', '- 새로운 기술에 거부감 없이 적응할 수 있는 분', '- 서비스 도메인을 이해하고 직원 모두가 같은 언어로 얘기하는 것의 중요성에 대해 알고 계신 분', '- 내가 어떤 종류의 일을 좋아하는지 알고 확실하게 얘기할 수 있는 분']","['- 리팩토링 및 단위 테스트를 추가한 경험이 있으신 분 ', '- 문서화의 중요성을 알고 실제로 문서화 경험이 있으신 분']","['• 전직원 스톡옵션 부여', '• 유연근무제 ', '• 최신장비/소프트웨어 제공', '• 점심 식대지원, 야근 식대지원 ', '• 본인 및 가족 건강검진 지원 ', '• 업무관련 컨퍼런스/교육/도서 등 자기계발비 지원', '• 생일자 반차', '• 자유로운 연차 사용', '• 각종 휴가 지원(대체휴무, 건강검진연차, 백신휴가 등)', '• 근속에 따른 포상 및 휴가 지급', '• 명절 선물 지급', '• 경조휴가 및 경조금 지급']",,서울 강남구 테헤란로25길 46
72388,Front-end 개발자(Junior),트립비토즈(tripbtoz),"['서울', '한국']","['연봉업계평균이상', '인원급성장', '퇴사율 6~10%', '50명이하', '설립4~9년', '스타트업', '건강검진', 'IT, 컨텐츠']","['ㆍ관련 경력 3년 이상 8년 이하 경력자', 'ㆍ학력무관', 'ㆍHTML, CSS, javascript(ES6 이상)에 대한 이해 및 개발 경험자', 'ㆍTypescript에 대한 이해 및 개발 경험자', 'ㆍReact, Redux, Reselect, Redux saga, Styled Components 사용에 대한 이해 및 개발 경험자', 'ㆍGit을 이용한 형상 관리와 Git-flow 기반의 협업 경험자', 'ㆍJira, Notion등을 사용한 팀 개발에 대한 이해도 보유자']","['ㆍNext.js 기반의 SSR 프로젝트 경험 보유자', 'ㆍ디자인 시스템 개발 경험자', 'ㆍSPA/CSR/SSR, SEO에 대한 경험이나 이해도 보유자', 'ㆍ웹 접근성 및 웹표준, 크로스 브라우징에 대한 이해도 보유자', 'ㆍ여행을 좋아하고 여행 서비스 도메인에서의 UI 혁신 희망자']","['• 유연근무제: 오전 8~11시 자율 출근 ', '• 업무용 장비 지원: 맥북 프로, LG그램 등 효율적인 업무를 위한 고스펙 지원', '• 점심식사 모바일 식권 지원', '• 트립캐시: 트립비토즈 앱에서 사용할 수 있는 캐시 지원 - 연 50만원 + 상시 사내 이벤트', '• 자사 숙박시설 예약 시 20% 할인코드 분기별 1회 제공', '• 다양한 휴가제도: 생일자 반차, 신규입사자 연차 15일(법정 월차11일 + 4일 추가지급), 병가 15일(유급 3일+무급 12일)', '• 건강검진: 2년마다 1회씩 유료 건강검진 제공', '• 동료 추천 포상: 피추천인 입사 확정 시 트립캐시 100만원 지급', '• 근속감사 포상 : 1년근속시 소정의 캐시 지급 / 3년, 5년 근속시 휴가 및 포상금 지급', '• 기타 : 월2회 도서구입지원(업무 무관도서 가능), 공유오피스(아메리카노 제공), 각종 경조사 지원']",,"서울시 강남구 테헤란로 415, L7 빌딩"
31024,[100억↑투자] QA 담당자,클라썸,"['서울', '한국']","['연봉업계평균이상', '인원급성장', '50명이하', '설립4~9년', '리프레시휴가', '스타트업', '시리얼', '식비', 'IT, 컨텐츠']","['1. 다각적으로 분석하여 논리적인 의사 결정을 내릴 수 있는 분', '2. 기본 디자인, 개발의 기본 지식을 갖추고 업무적 대화를 원활하게 할 수 있는 분', '3. 부족한 부분의 지식을 빠르게 습득할 수 있는 분', '4. 주도적으로 업무를 진행하고 논리적인 커뮤니케이션 능력을 갖추신 분']","['1. 목적 기반 조직에서 QA 수행 경험이 있는 분', '2. B2B SaaS Product 경험이 있는 분', '3. 글로벌하게 운영되는 프로덕트의 PM 경험이 있는 분', '4. UI/UX 디자인 및 서비스 개발 경험이 있는 분', '5. 통계, SQL 활용 등 데이터 분석에 대한 이해가 높은 분', '6. 영어 커뮤니케이션 능력이 높은 분', '7. 교육 업계 이해도가 높은 분']","['Personal Development', '', '1. 도서비 지원', '2. 교육비 지원(직무 교육, 비즈니스영어교육)', '3. 직무 관련 세미나, 웨비나, 컨퍼런스 등 지원', '', 'Team Development', '', '1. Chapter(챕터)별 SUMday(매 Period 1회)', '*Chapter란 디자인, 개발, 영업 등 기능 중심으로 구성된 팀을 의미해요.*', '- SUM이란? Shine, Uplift, Motivate라는 클라썸만의 인재상으로, 클라썸 개인, 기능, 조직이 One Team으로 시너지를 내어 하나의 가치를 만들어내는 것을 의미해요!', '- 4개월에 한 번 원하는 날 오후에 자유롭게 Chapter별 액티비티를 가져요! 영감을 얻을 수 있는 액티비티를 자유롭게 기획할 수 있고, 액티비티 비용도 지원해요.', '', '2. Squad(스쿼드)별 회식비 지원', '*Squad란 프로덕트 팀의 경우 미션 중심으로, 비즈 팀의 경우 타겟 지역 중심으로 구성된 팀을 의미해요.*', '- Squad 팀원들과 자유롭게 회식을 갈 수 있어요.', '', '3. 전사 Random Lunch', '- 랜덤으로 조를 짜서 팀원들과 함께 회식을 가요!', '', '', 'Health Development & Vacation', '', '1. 리프레시 휴가', '2. 자율출퇴근제도', '- 출근 : 평일 08~10시 / 퇴근 : 17~19시 이후 (본인 출근 시간에 따라 변동)', '- 필수 협업 시간 : 오전 10시 ~ 오후 5시', '- 필수 협업 시간 이외에는 각자의 패턴에 맞춰 출퇴근 시간을 자율적으로 결정!', '- 휴가는 누구의 검토와 승인을 받지 않고 자유롭게 등록할 수 있어요.', '3. 보건 휴가', '- 여성 임직원에 한해 월 1회 사용 가능해요. (공가)', '', 'Special Occasion', '', '1. 생일 축하', '- Happy Birthday to you! 팀원들과 함께 다 같이 생일 케이크를 불며 생일 축하를 해요.', '2. n주년 기념 선물', '- 클라썸과 함께해주셔서 감사합니다 :) 소중한 당신을 위해 선물을 준비했어요.', '3. 경조사 지원비/휴가', '- 클라썸 팀원들의 기쁜 일과 슬픈 일을 함께 해요.', '4. 명절선물/휴가', '', '', 'Others', '', '1. 해커톤 및 디자인 스프린트', '2. Guest Talk', '- 새로운 영감을 줄 수 있는 Guest Speaker를 초대할 수 있어요.', '- 듣고 싶은 강연 주제가 있다면 언제든 환영이에요!', '3. 야간 택시 이용비 지원', '4. 야식비 지원', '5. 간식/커피머신/안마의자 등등', '- 사무실에 다양한 간식을 준비했어요!', '- 냉장고 & 간식 공간에 있는 간식은 마음껏 드실 수 있어요.', '- 휴게 공간에 발뮤다 토스터기미니 오븐), 커피 드립기, 탄산수 기계 등이 있어요.', '- 누텔라, 딸기잼, 땅콩잼, 버터 등도 준비되어 있어요.', '- 라운지에 고소 & 산미 2가지 맛의 커피, 홍차, 우유와 시리얼이 있어요.', '- 8층 라운지에는 2가지 맛의 콤부차를 드실 수 있는 탭바와 안마의자가 있어요.', '- Fastfive 베네핏을 통해 다양한 할인과 멤버십 혜택을 누릴 수 있어요.', '6. 비상약품', '- 휴게공간 First Aid Kit 칸에 비상약품들이 마련되어 있어요.']",,강남구 테헤란로2길 27 비전타워 1401호
106376,Data Scientist (3년이상),제네시스랩,"['서울', '한국']","['인원급성장', '51~300명', '설립4~9년', '성과급', '상여금', '건강검진', '교육비', '도서구매비', '전문, 과학기술']","['• 관련업무 3년 이상 경력자 (또는 이에 준하는 실력을 겸비하신 분)', '• 통계 분석 / 데이터마이닝 / ML / DL 에 대한 이해도가 높으신 분', '• Python을 이용한 데이터 분석이 가능하신 분', '• 딥러닝 학습을 위한 영상, 음성, 텍스트 등 데이터 전처리 작업이 가능하신 분', '• 데이터를 직접 보고 분석하는 작업에 대해 가치를 가지시는 분', '• 데이터 보안에 대한 이해도가 높으신 분']","['• 딥러닝 추론 결과를 분석하여 모델 성능 향상에 기여한 경험이 있으신 분', '• AI 기술에 대한 관심이 높으신 분', '• 데이터 수집에 대한 설계 경험이 있으신 분', '• 코드 품질에 대한 집착이 있으신 분']","['성장하는 구성원들을 위한 자율적이며, 생산력 높은 업무 환경을 조성하고자 노력하고 있습니다. ', '', '▷ 코로나 대유행시기는 물론, 현재까지도 전직군 대상으로 자율 재택근무를 운영하고 있으며, ', '    이 기조를 유지하여 상호 신뢰를 바탕으로 보다 높은 생산성을 추구하는 업무 환경을 ', '    구축하는 것을 멤버들에 대한 최고의 복지 혜택으로 생각하고 있습니다.', '▷ 직군에 따라 선택적근로시간제, 재량근로제를 운영중이며, 자유로운 복장과 직급이 아닌 ‘님’ ', '    호칭을 통하여 수평적인 업무 소통을 강조하고 있습니다.   ', '▷ 구성원의 “삶의 질” 증대를 회사의 주요한 Mission으로 설정하여 지금 당장 제공 할 수 있는 부분과 ', '    장기적 / 궁극적으로 향유할 수 있는 부분들을 단계적으로 고민하며, 실현해 가고 있습니다.        ', '', '1. 누구보다 빠른 성장을 응원합니다.', '• 업무 관련 도서 구매비 지원', '• 세미나, 강의, 온라인 매거진, 웹사이트 구독비용 등 교육비 지원 ', '• 최신식 IT 장비 지원', '• 효율적, 생산적 업무를 위한 SaaS(Software as a Service) 구독 지원', '  ', '2. 건강한 몸과 마음을 응원합니다. ', '• 단순 스낵바가 아닌, 건강을 생각한 양질의 풍부한 사내 스낵바 운영 및 각종 비타민과 영양제 지원', '• 건강검진 및 건강검진 휴가(1일) 지원', '• 스트레스 관리를 위한 정신건강 상담 서비스 지원 ', '  ', '3. 풍요로운 일상을 응원합니다.', '• 매년 명절 상여금 지급', '• 연간 100만원 규모 복지카드 지급 ※ 수습기간 종료 후', '• 소중한 날을 위한 생일 반차', '• 구성원들의 기쁨과 슬픔을 진심으로 함께하기 위한 최고 수준의 경조휴가 / 경조금 지원 ', '• 근속 3년, 5년, 7년 대상자 장기근속 포상금 지급', '• 중소기업 청년 소득세 감면 지원 ', '• 불가피한 잔업 시 저녁식사 비용 및 교통비 지원 ', '', '', '[고용형태]', '• 정규직 (수습기간 3개월) ※ 수습기간 동안의 급여는 정규직과 동일', '', '[제출서류(필수)] ', '• 자유이력서 : 형식은 무관합니다. ', '', '[세부 채용 절차] ', '• 서류전형 ▷ AI 영상면접(뷰인터HR) ▷ 채용과제(필요시) ▷ 직무인터뷰 ▷ 평판조회 및 처우협의 ▷ ', '  합격여부 최종안내 ', '※ 채용 후보자 특성에 따라 사전 티타임 및 별도 인터뷰가 추가될 수 있습니다.  ', '해당공고는 채용 완료시 조기 마감될 수 있습니다. ', '제출해주신 서류는 채용을 위한 검증 목적으로만 이용되며, 채용절차법을 준수하고 있습니다.']","['React', 'JavaScript', 'TypeScript', 'Redux']","중구 명동길 73, 5층"
158891,모바일앱 플러터 개발자,아몬드컴퍼니,"['서울', '한국']","['인원급성장', '50명이하', '설립4~9년', '유연근무', '스톡옵션', '간식', '자기계발', 'IT, 컨텐츠']",['• Flutter(플러터) 개발 경력자'],"['• 실제 출시앱 개발경험이 있는 분', '• 서비스 기획에 도움주고 서비스 구현 아이디어를 토론하는 일이 즐거운 분', '• 서비스와 유저에 대한 애착과 열정이 일하는 동기\x1d 분']","['• 연봉은 협의를 통해 결정 (1년 단위로 평가/협상)', '• 상장 목표로 스톡옵션과 우리사주 보상제도 실시', '• 출퇴근 시간(9~6 or 10~7), 휴가\x1d는 본인이 정합니다.', '• 자기계발비, 간식 지원, 회식은 평일 점심 때', '• 청담역(7호선) 바로 앞, 삼성중앙역(9호선) 8분 거리']","['JavaScript', 'TypeScript', 'React.js', 'Flutter', 'Next.js']",서울 강남구 삼성로 648 판타지오빌딩 4층
