id,qualification,preferred,skills
160068,"['개발', '서버', 'DJANGO', '서버 관리', 'FLASK', 'PYTHON']","['개발', 'AGILE', 'REDIS', 'GOOGLE ANALYTICS']","['Django', 'Python', 'Docker']"
90732,"['개발', 'KOTLIN', '안드로이드 개발']","['FLOW', 'HILT', '설계', 'AAC', 'COROUTINE', 'MVVM']",
94436,"['SWIFT', '개발', 'IOS']","['개발', 'UX', 'GITHUB']","['React.js', 'Next.js']"
158799,"['기술 문서', 'PYTHON']","['서버', '컴퓨터 공학', '3D', 'GIS']",
163151,"['JAVASCRIPT', '최적화', 'CSS', 'HTML']","['FIGMA', 'GITHUB']",
95589,[],"['개발', 'AGILE', 'CONFLUENCE', '프로젝트 관리', 'SCRUM', 'JIRA']","['Git', 'Linux', 'C / C++', 'Agile', 'SVN']"
164671,[],"['개발', 'AGILE', 'C', 'GITLAB', 'PYTHON', 'UX', '관리']","['Github', 'Slack', 'Linux', 'Scikit-Learn', 'C / C++', 'Python', 'C', 'C++', 'Ubuntu', 'CUDA', 'NumPy', 'Notion']"
158211,"['개발', '서버', 'ORACLE', 'JAVA', 'CRM', 'MSSQL']","['설계', '개발']","['C#', 'GUI']"
159976,"['개발', 'GIT', 'UX', 'VUEJS', 'JAVASCRIPT', '관리', 'CSS', 'REACT']","['개발', 'SPA', 'RESTFUL API', 'GIT', 'AWS', 'AJAX', 'VUEJS']",
148048,['개발'],['API'],"['Java', 'JavaScript', 'Python', 'TypeScript', 'AWS', 'Go', 'C++', 'Spring Framework']"
142152,"['개발', 'KOTLIN', 'SPRING BOOT', 'AWS', 'KUBERNETES']","['개발', 'MONGODB', 'GCP', '설계', 'GOLANG', 'PYTHON', 'AZURE', 'DEVOPS']","['Github', 'Azure', 'Kotlin', 'Python', 'AWS', 'Jenkins', 'ETL', 'Spring Framework', 'GCP', 'Golang', 'Spring Boot', 'Kubernetes']"
160907,"['API', '정보 보안', '컴퓨터 공학', 'SQL']","['정보 보안', '관리']","['Android', 'Java', 'Kotlin', '안드로이드 개발', 'Flutter']"
137713,"['개발', '설계', '데이터베이스', 'RDBMS', 'NOSQL', 'PHP']","['GIT', 'JIRA', 'CONFLUENCE', 'OAUTH']","['Git', 'Google Cloud Platform', 'MongoDB', 'MySQL', 'Redis', 'JavaScript', 'PHP', 'AWS', 'PostgreSQL', 'Laravel']"
160575,"['AWS', 'ELASTICSEARCH', 'RDBMS', 'MYSQL', 'NOSQL', 'SQL']","['보안', '컴퓨터 공학']",
145003,"['보안', '개발', 'JAVA', 'SPRING BOOT']","['개발', 'KOTLIN', 'NODEJS', 'AWS', 'KUBERNETES']","['Java', 'JavaScript', 'Python', 'TypeScript', 'AWS', 'Go', 'C++', 'Spring Framework']"
160625,"['GITHUB', '개발', '서버', 'API', 'TYPESCRIPT', 'HTML', 'GIT', 'JAVASCRIPT', 'REDUX', 'ANGULAR', 'REACT', '관리', 'CSS', 'HTTP']","['개발', '리팩토링', 'REACT NATIVE', '최적화', 'GITHUB']",
164147,"['프로젝트 관리', '개발', '인프라']","['개발', '인프라']","['Android', 'Azure', 'iOS', 'Linux', 'MySQL', 'C / C++', 'HTML', 'JavaScript', 'Kotlin', 'Swift', 'C', '인프라', 'AWS', 'TCP', 'C++', 'HTTP', 'Active Directory', 'DNS', 'Windows 서버', 'Powershell', '시스템 관리', 'Office 365', 'Spring Framework', 'SMTP', '시스템 구축', 'Restful API']"
129047,[],"['설계', 'ZEPLIN', 'IOS', 'ADOBE XD']","['CSS', 'HTML', 'HTML5', 'CSS 자바 스크립트']"
141893,"['개발', 'API', 'POSTGRESQL', '웹 개발', 'MYSQL', 'ANGULAR', 'VUEJS', 'JAVASCRIPT', 'REACT']","['개발', 'MONGODB', 'ELASTICSEARCH', 'NOSQL', 'CSS']",
